name,organization,address,city,state,zip,county,beds,category,type,total_bed_count,total_resident_count,icf_idd,license_number
Ultimate Family Care Home,Ultimate Family Care Home Inc.,817 South Second Street,Smithfield,NC,27577,Johnston,6,MI,Residential,6,6,FALSE,MHL-051-203
West Blanche Street,Monarch,"350 Pee Dee Ave., Suite 101",Albemarle,NC,28001,Johnston,6,IID,Residential,6,6,FALSE,MHL-051-208
North 7th Street,Monarch,"350 Pee Dee Ave., Suite 101",Albemarle,NC,28001,Johnston,5,IID,Residential,5,5,FALSE,MHL-051-209
George Street,Monarch,"350 Pee Dee Ave., Ste.101",Albemarle,NC,28001,Johnston,5,IID,Residential,5,5,FALSE,MHL-051-210
Ultimate Family Care Home - 6,"Ultimate Family Care Home, Inc,",817 South Second St.,Smithfield,NC,27577,Johnston,6,IID,Residential,6,0,FALSE,MHL-051-218
J Marie Loving Home,"JMarie Loving Home, LLC",233 Howard's Crossing Drive,Wendell,NC,27591,Johnston,3,MD,Residential,3,3,FALSE,MHL-051-222
"Freedom Care Services, LLC-King Mill","Freedom Care Services, LLC",PO Box 1414,Smithfield,NC,27577,Johnston,5,MI,Residential,5,5,FALSE,MHL-051-223
Shannon's Country Living,Shannon Mink,757 Mudham Road,Wendell,NC,27591,Johnston,2,MD,Residential,2,2,FALSE,MHL-051-224
70 West,"The Bear Enterprise, LLC",355 Beckwith Avenue,Clayton,NC,27527,Johnston,4,MD,Residential,4,0,FALSE,MHL-051-225
Karing Kings AFL Home,Helen King,102 Sunnyfield Court,Benson,NC,27504,Johnston,2,MD,Residential,2,0,FALSE,MHL-051-226
Savin Grace Transitions,"Savin Grace, LLC",9020 Albatross Court,Raleigh,NC,27613,Johnston,6,MD,Residential,6,6,FALSE,MHL-051-227
Peace Healthcare Inc.,"Peace Healthcare, Inc",2520 Dality Drive,Raleigh,NC,27604,Johnston,6,IID,Residential,6,6,FALSE,MHL-051-229
Jones County Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Jones,6,IID,Residential,6,6,FALSE,MHL-052-001
Quality-Care Behavioral Health Services,"Quality-Care Behavioral Health Services, Inc.",PO Box 942,Maysville,NC,28555,Jones,3,MI,Residential,3,3,FALSE,MHL-052-002
Quality-Care Behavioral Health II,"Quality Care Behavioral Health Services, Inc.",PO Box 942,Maysville,NC,28555,Jones,3,MI,Residential,3,2,FALSE,MHL-052-012
Skill Creations of Sanford,"Skill Creations, Inc.",PO Box 1664,Goldsboro,NC,27533,Lee,15,IID,Residential,15,15,TRUE,MHL-053-001
"T.L.C. Home, Inc.","T.L.C. Homes, Inc.",1775 Hawkins Avenue,Sanford,NC,27330,Lee,10,IID,Residential,10,0,TRUE,MHL-053-008
Hickory II Group Home,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste 101",Raleigh,NC,27609,Lee,6,IID,Residential,6,6,TRUE,MHL-053-022
VOCA-Sixth Street Group Home,VOCA Corporation of North Carolina,"1001 Navaho Dr., Ste 101",Raleigh,NC,27609,Lee,6,IID,Residential,6,6,TRUE,MHL-053-023
Pine Ridge Group Home,"Community Innovations, Inc.",80 Alliance Drive,Whiteville,NC,28472,Lee,6,IID,Residential,6,6,TRUE,MHL-053-027
"Lee County Group Home, Inc. # I","Lee County Group Homes, Inc.",P.O. Box 1373,Sanford,NC,27331,Lee,6,IID,Residential,6,4,FALSE,MHL-053-039
Lee County Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.","5171 Glenwood Avenue, Suite 211",Raleigh,NC,27612,Lee,6,IID,Residential,6,6,FALSE,MHL-053-040
Lee County Group Home II,"Lee County Group Homes, Inc.",PO Box 1373,Sanford,NC,27330,Lee,6,MR/DD,Residential,6,4,FALSE,MHL-053-041
Mercer Home,"Baptist Children's Homes of NC, Inc.",P O Box 338,Thomasville,NC,27361,Lee,6,IID,Residential,6,6,FALSE,MHL-053-054
Lanier Home,"Baptist Children's Homes of NC, Inc.",P O Box 338,Thomasville,NC,27361,Lee,6,IID,Residential,6,6,FALSE,MHL-053-055
Seawell Street Home,Monarch,350 Pee Dee Ave. Ste. 101,Albemarle,NC,28001,Lee,6,MI,Residential,6,6,FALSE,MHL-053-061
"I Innovations, Inc-613 McIver St","I Innovation, Inc.",PO Box 1553,Sanford,NC,27331,Lee,6,IID,Residential,6,4,FALSE,MHL-053-068
"I Innovations, Inc. - 5023 Valley View","I Innovations, Inc.",P.O. Box 1553,Sanford,NC,27331,Lee,3,MD,Residential,3,3,FALSE,MHL-053-076
Andrews Drive Family Care Facility,"Victor & Associates, Inc.",1600 South Third St.,Sanford,NC,27330,Lee,3,IID,Residential,3,1,FALSE,MHL-053-082
Cameron Drive Family Care Facility,"Victor & Associates, Inc.",1600 South Third St.,Sanford,NC,27330,Lee,3,IID,Residential,3,2,FALSE,MHL-053-083
Skill Creations of Kinston,"Skill Creations, Inc.",PO Box 1664,Goldsboro,NC,27533,Lenoir,15,IID,Residential,15,15,TRUE,MHL-054-010
LaGrange Home,"Nova IC, Inc.",PO Box 11077,Goldsboro,NC,27532,Lenoir,6,IID,Residential,6,6,TRUE,MHL-054-019
Washington Street East Group Home,"NOVA IC, Inc.",PO Box 11077,Goldsboro,NC,27532,Lenoir,6,IID,Residential,6,6,TRUE,MHL-054-038
Baltimore,"Ambleside, Inc.",1 Industrial Drive,Snow Hill,NC,28580,Lenoir,3,IID,Residential,3,3,FALSE,MHL-054-117
Pinewood Facility,"NOVA, Inc.",P.O. Box 11147,Goldsboro,NC,27532,Lenoir,12,MI,Residential,12,12,FALSE,MHL-054-125
Oakwood Facility,"NOVA, Inc",P.O. Box 11147,Goldsboro,NC,27532,Lenoir,12,MI,Residential,12,12,FALSE,MHL-054-126
ABHS 4124 NORTHFORK,"Advance Behavioral Health Services, Inc.",P.O. Box 789,Kinston,NC,28502,Lenoir,5,IID,Residential,5,3,FALSE,MHL-054-155
Advance Behavioral Health Services,"Advance Behavioral Health Services, Inc.",P.O. Box 789,Kinston,NC,28502,Lenoir,5,IID,Residential,5,4,FALSE,MHL-054-156
Maplewood Facility,"NOVA, Inc.",PO Box 11147,Goldsboro,NC,27532,Lenoir,18,MI,Residential,18,18,FALSE,MHL-054-159
With A Purpose Family Care #1,"With A Purpose Family Care, Inc.",6257 Roberts Dr.,LaGrange,NC,28551,Lenoir,3,MI,Residential,3,2,FALSE,MHL-054-164
ABHS - 4123 - NORTHFORK,Advance Behavioral Health Services Inc.,P.O. Box 789,Kinston,NC,28502,Lenoir,3,IID,Residential,3,3,FALSE,MHL-054-172
Harlee Mac Group Home - I,MacBill Inc.,PO Box 1444,Kinston,NC,28503,Lenoir,6,MI,Residential,6,1,FALSE,MHL-054-173
Harlee Mac Group Home - II,MacBill Inc.,PO Box 1444,Kinston,NC,28503,Lenoir,5,IID,Residential,5,2,FALSE,MHL-054-174
"With A Purpose Family Care #2 - ""Woody House""","With A Purpose Family Care, Inc.",6257 Roberts Drive,LaGrange,NC,28551,Lenoir,5,MI,Residential,5,4,FALSE,MHL-054-175
Barnes Group Homes LLC,Barnes Group Homes LLC,PO Box 2503,Kinston,NC,28502,Lenoir,6,IID,Residential,6,6,FALSE,MHL-054-176
Essex,"Ambleside, Inc.",1 Industrial Drive,Snow Hill,NC,28580,Lenoir,4,IID,Residential,4,3,FALSE,MHL-054-178
"Barnes Group Homes, LLC 2","Barnes Group Homes, LLC",P.O. Box 2503,Kinston,NC,28502,Lenoir,9,IID,Residential,9,9,FALSE,MHL-054-184
"A Caring Heart Case Management, Inc.","A Caring Heart Case Management, Inc","1901 Tarboro Street SW, Suite 102",Wilson,NC,27893,Lenoir,1,MD,Residential,1,0,FALSE,MHL-054-186
Cynthia Loving Care Home,"Cynthia Loving Care Home, LLC",PO Box 31091,Greenville,NC,27833,Lenoir,2,MD,Residential,2,0,FALSE,MHL-054-194
Lithia Inn Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Lincoln,6,IID,Residential,6,5,FALSE,MHL-055-014
Lincoln County,"UMAR Services, Inc.","5350 77 Center Dr, Suite 201",Charlotte,NC,28217,Lincoln,6,IID,Residential,6,6,FALSE,MHL-055-025
Pitzer,"UMAR Services, Inc.","5350 77 Center Dr, Suite 201",Charlotte,NC,28217,Lincoln,6,IID,Residential,6,5,FALSE,MHL-055-026
"VIRTUE, Inc. Meantime Home VI","VIRTUE, Inc.",PO Box 35492,Charlotte,NC,28235,Lincoln,4,MI,Residential,4,1,FALSE,MHL-055-127
Gaylain's House of Hope,Phoenix Counseling Center,839 Majestic Court,Gastonia,NC,28054,Lincoln,8,SUD,Residential,8,7,FALSE,MHL-055-128
The Beckett Home,"Abound Health, LLC",3330 Monroe Road,Charlotte,NC,28205,Lincoln,3,MD,Residential,3,3,FALSE,MHL-055-131
"Restored Bridges, LLC (Kamala House)","Restored Bridges, LLC","525 North Tryon Street, Unit 1610",Charlotte,NC,28202,Lincoln,3,IID,Residential,3,0,FALSE,MHL-055-132
Macon County Group Home,"Macon Citizens Habilities, Inc.",P.O. Box 698,Franklin,NC,28744,Macon,6,IID,Residential,6,6,TRUE,MHL-056-003
Harrison Avenue Group Home,"Macon Citizens Habilities, Inc.",P.O. Box 698,Franklin,NC,28744,Macon,6,IID,Residential,6,6,FALSE,MHL-056-004
Iotla Street Group Home,"Macon Citizens Habilities, Inc.",P.O. Box 698,Franklin,NC,28744,Macon,6,IID,Residential,6,6,TRUE,MHL-056-005
Yonce House,"Macon Citizens Habilities, Inc.",P.O. Box 698,Franklin,NC,28744,Macon,4,IID,Residential,4,4,FALSE,MHL-056-009
BlueWest Opportunities-Mars Hills Residential Services,"BlueWest Opportunities, Inc.",PO Box 1250,Asheville,NC,28802,Madison,32,IID,Residential,32,27,TRUE,MHL-057-003
Madison County Group Home,WNC Madison County Housing Corporation,PO Box 97,Hot Springs,NC,28743,Madison,6,IID,Residential,6,6,FALSE,MHL-057-014
Riverview Home,Reach for Independence Inc.,11 Hoopers Creek Rd,Fletcher,NC,28732,Madison,3,MI,Residential,3,3,FALSE,MHL-057-030
Randall Home,"Mountain Area Community Services, Inc.",366 South Main Street,Marion,NC,28752,Madison,3,MI,Residential,3,3,FALSE,MHL-057-033
McLawhorne Home,"Martin Co. Res. Servs., Inc. d/b/a Martin Enterprises",PO Box 1042,Williamston,NC,27892,Martin,6,IID,Residential,6,6,FALSE,MHL-058-003
Martin Enterprises ARC Group Home,"Martin Co. Res. Serv., Inc. d.b.a. Martin Enterprises",PO Box 1042,Williamston,NC,27892,Martin,6,IID,Residential,6,6,FALSE,MHL-058-004
"Life, Inc./Twin Acres Group Home","LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Martin,6,IID,Residential,6,6,TRUE,MHL-058-006
"Amani Residential/Human Services, Inc.",Jeff Roberts,P.O. Box 833,Williamston,NC,27892,Martin,4,MI,Residential,4,4,FALSE,MHL-058-022
New Beginnings With Love Inc. Adult Facility,"New Beginnings With Love, Inc.",8410 NC 33 E,Tarboro,NC,27886,Martin,4,MD,Residential,4,1,FALSE,MHL-058-050
New Destiny,"Uprising Homes, Inc.",3836 Abby Lynn Drive,Greenville,NC,27858,Martin,4,MI,Residential,4,4,FALSE,MHL-058-056
New Grace,"Uprising Homes, Inc.",119 Peel Street,Williamston,NC,27892,Martin,4,MI,Residential,4,4,FALSE,MHL-058-058
Laurelwood Group Home,"ComServ, Inc.",P.O. Box 1080,Lenoir,NC,28645,Mcdowell,3,IID,Residential,6,4,TRUE,MHL-059-011
Laurelwood Group Home,"ComServ, Inc.",P.O. Box 1080,Lenoir,NC,28645,Mcdowell,3,IID,Residential,6,4,TRUE,MHL-059-011
Dawn's Place,"Davidson Homes, Inc.",2084 Highway 70,Swannanoa,NC,28778,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-023
Recovery Ventures Corporation,Recovery Ventures Corporation,PO Box 452,Black Mountain,NC,28771,Mcdowell,62,SUD,Residential,62,53,FALSE,MHL-059-035
Nebo Supervised Living,"North Carolina Outreach Group Homes, LLC",PO Box 249,Nebo,NC,28761,Mcdowell,6,IID,Residential,6,5,FALSE,MHL-059-036
East Court Group Care,"East Court Group Care, Inc.",571 East Court Street,Marion,NC,28752,Mcdowell,9,IID,Residential,9,7,FALSE,MHL-059-038
Quality Adult Care,"Quality Adult Care, Inc.",180 East Court St.,Marion,NC,28752,Mcdowell,9,IID,Residential,9,8,FALSE,MHL-059-054
Lunsford Home,"Community Companion Home Care, LLC",49A State Street,daniel.cchc@gmail.com,NC,28752,Mcdowell,3,MI,Residential,3,3,FALSE,MHL-059-056
Ruthie's Place,"Steps for Success Family Services, LLC",PO Box 43077,Charlotte,NC,28215,Mcdowell,4,MI,Residential,4,4,FALSE,MHL-059-065
Thomas Home,"Davidson Homes, Inc.",2084 Highway 70,Swannanoa,NC,28778,Mcdowell,3,MI,Residential,3,2,FALSE,MHL-059-067
Taylor Home,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,3,MI,Residential,3,3,FALSE,MHL-059-069
The Stamey Home,"North Carolina Outreach HomeCare, LLC",1155 N. Main Street,Marion,NC,28752,Mcdowell,3,MI,Residential,3,3,FALSE,MHL-059-070
West Marion Supervised Living,"North Carolina Outreach Group Homes, LLC",PO Box 249,Nebo,NC,28761,Mcdowell,4,IID,Residential,4,2,FALSE,MHL-059-071
Clear Sky Group Home,"Clear Sky Behavioral, LLC",1155 North Main Street,Marion,NC,28752,Mcdowell,8,MI,Residential,8,5,FALSE,MHL-059-072
Cooke Home,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,3,MI,Residential,3,0,FALSE,MHL-059-073
CARE Haven,"A Caring Alternative, LLC",PO Box 1536,Morganton,NC,28680,Mcdowell,6,MI,Residential,6,6,FALSE,MHL-059-075
Stamey Home 1,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,3,IID,Residential,3,3,FALSE,MHL-059-077
Mackey Creek Home,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,2,MI,Residential,2,2,FALSE,MHL-059-079
Lonon Home,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,2,IID,Residential,2,2,FALSE,MHL-059-081
King Home,"North Carolina Outreach Home Care, LLC","1115 N. Main Street, Ste. 16",Marion,NC,28752,Mcdowell,3,MI,Residential,3,3,FALSE,MHL-059-082
LeBrun Home,"Davidson Homes, Inc.",2084 US Hwy 70,Swannanoa,NC,28778,Mcdowell,1,MD,Residential,1,1,FALSE,MHL-059-084
Old Linville Group Home,"Clear Sky Behavioral, LLC",1155 North Main Street,Marion,NC,28752,Mcdowell,4,MI,Residential,4,3,FALSE,MHL-059-086
Turning Point Group Home,"Abound Health, LLC",1890 Tommy's Road,Goldsboro,NC,27534,Mcdowell,6,IID,Residential,6,5,FALSE,MHL-059-088
Ramona Taylor Home,"Univeral Mental Health Services, Inc.","370 N Louisiana Ave., Ste A-2",Asheville,NC,28806,Mcdowell,2,MD,Residential,2,1,FALSE,MHL-059-089
Berryhill Home,"North Carolina Outreach Group Homes, LLC",82 Ned McGimsey Rd,Nebo,NC,28761,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-090
Beal Homes,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-091
Gowan Home,"North Carolina Outreach Group Homes, LLC",PO Box 249,Nebo,NC,28761,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-092
Taylor 2 Home,"Community Companion Home Care, LLC",49A  State Street,Marion,NC,28752,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-093
190 Justice Road Home,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-095
North McDowell Group Home,"Clear Sky Behavioral, LLC",1155 North Main Street,Marion,NC,28752,Mcdowell,4,MI,Residential,4,4,FALSE,MHL-059-096
The Slater Home,North Carolina Outreach Home Care,"1115 North Main Street,Suite 16",Marion,NC,28752,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-097
Pavona Home,"North Carolina Outreach Home Care, LLC",7-A Glenn Bridge Road,Charlotte,NC,28704,Mcdowell,2,MD,Residential,2,2,FALSE,MHL-059-100
Berrybranch Farm Family Home,Gene & Stephanie McPeters,6249 Harmony Grove Road,Nebo,NC,28761,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-101
Nebo Supervised Living 2,"North Carolina Outreach Group Home, LLC",PO Box 249,Nebo,NC,28752,Mcdowell,4,IID,Residential,4,3,FALSE,MHL-059-102
Pittman Home,"Community Companion Home Care, LLC",49A State Street,Marion,NC,28752,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-103
East Oak St. Home,"Community Companion Home Care, LLC",49A State Street,Marion,NC,28752,Mcdowell,3,MD,Residential,3,3,FALSE,MHL-059-104
Catawba River Group Home,"Clear Sky Behavioral, LLC",1155 North Main Street,Marion,NC,28752,Mcdowell,4,MI,Residential,4,3,FALSE,MHL-059-105
Old Greenlee Group Home,"Clear Sky Behavioral, LLC",1155 North Main Street,Marion,NC,28752,Mcdowell,4,MI,Residential,4,4,FALSE,MHL-059-106
Stevie's Place,"Community Companion Home Care, LLC",49A  State Street,Marion,NC,28752,Mcdowell,3,IID,Residential,3,3,FALSE,MHL-059-108
Harris Home,"Community Companion Home Care, LLC",49A State Street,Marion,NC,28752,Mcdowell,2,MD,Residential,2,2,FALSE,MHL-059-110
Patrick  Home,"Clear Sky Behavioral, LLC",81 West Court Street,Marion,NC,28752,Mcdowell,3,MD,Residential,3,1,FALSE,MHL-059-111
Graves Home,"Community Companion Home Care, LLC",49A State Street,Marion,NC,28752,Mcdowell,2,MD,Residential,2,0,FALSE,MHL-059-113
Oak Street Group Home-St. Mark,Lifespan Incorporated,"1511 Shopton Rd., Ste. A",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-018
Alexander Youth Network - PRTF,Alexander Youth Network,6220 Thermal Rd.,Charlotte,NC,28211,Mecklenburg,12,MI,Residential,12,10,FALSE,MHL-060-059
VOCA-Denbur Drive Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-081
Miller Family Home,"Unique Caring Network, Inc.",7128 B Albermarle Rd,Charlotte,NC,28227,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1014
Diamond's House #1,"Diamond's Community Based Services, Inc.",3553 N. Sharon Amity,Charlotte,NC,28205,Mecklenburg,5,IID,Residential,5,3,FALSE,MHL-060-1019
VOCA-Norwich Road Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-102
Barnabas,"UMAR Services, Inc.","5350 77 Center Dr, Suite 201",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,5,FALSE,MHL-060-1036
Echelon 3,"Echelon Consulting, Inc.",7209-J East WT Harris Blvd. Ste.207,Charlotte,NC,28227,Mecklenburg,4,MI,Residential,4,3,FALSE,MHL-060-1042
Miracle Houses-Swearingan,"Miracle Houses, Inc.",1506 Dean Street,Charlotte,NC,28216,Mecklenburg,4,MI,Residential,4,4,FALSE,MHL-060-1048
Inreach/ Highbury,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1051
One Step Forward Outreach,"One Step Forward Outreach, Inc.",10000 Woody Ridge Road,Charlotte,NC,28273,Mecklenburg,4,IID,Residential,4,4,FALSE,MHL-060-1060
Shine Adult Home,"HeartSpring, Inc.","3707 Latrobe Dr., Ste. 460",Charlotte,NC,28211,Mecklenburg,3,MD,Residential,3,0,FALSE,MHL-060-1064
Echelon 4,"Echelon Consulting, Inc.",7209J East WT Harris Blvd. Ste. 207,Charlotte,NC,28227,Mecklenburg,4,MI,Residential,4,3,FALSE,MHL-060-1066
Echelon 5,"Echelon Consulting, Inc.",7209J East WT Harris Blvd. Ste. 207,Charlotte,NC,28227,Mecklenburg,4,MI,Residential,4,3,FALSE,MHL-060-1067
VOCA-Mallard Drive,VOCA Corporation of North Carolina,818 Tyvola Road Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-107
The Norland House,"Primary Care Solutions, Inc.",5601 Executive Center Dr  Ste 200,Charlotte,NC,28212,Mecklenburg,4,MI,Residential,4,0,FALSE,MHL-060-1078
Kerr Homes,"Kerr Homes, Inc.",1048 Hearst Lane SW,Concord,NC,28025,Mecklenburg,3,IID,Residential,3,3,FALSE,MHL-060-1102
VOCA-Woodbridge Road Group Home,VOCA Corporation of North Carolina,818 Tyvola Road Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-111
Alexander Youth Network - Elm Unit,Alexander Youth Network,6220 Thermal Rd,Charlotte,NC,28211,Mecklenburg,6,MI,Residential,6,6,FALSE,MHL-060-1117
"Kerr Homes, Inc.","Kerr Homes, Incorporated","1048 Hearth Lane, SW",Concord,NC,28025,Mecklenburg,3,IID,Residential,3,3,FALSE,MHL-060-1142
Yorke Cottage,Thompson Child & Family Focus,6800 Saint Peters Lane,Matthews,NC,28105,Mecklenburg,6,MI,Residential,6,3,FALSE,MHL-060-1171
Alphin Cottage,Thompson Child & Family Focus,6800 Saint Peters Lane,Matthews,NC,28105,Mecklenburg,6,MI,Residential,6,5,FALSE,MHL-060-1172
Dalmoor Drive Group Home,"Autism Services of Mecklenburg County, Inc.",2211-A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-118
McAlway Road,Monarch,"350 Pee Dee Avenue, Suite 101",Albemarle,NC,28001,Mecklenburg,6,MI,Residential,6,6,FALSE,MHL-060-1192
Briar Creek Road,Monarch,"350 Pee Dee Avenue, Suite 101",Albemarle,NC,28001,Mecklenburg,6,MI,Residential,6,6,FALSE,MHL-060-1194
Carmel Forest Drive,Monarch,"350 Pee Dee Avenue, Suite 101",Albemarle,NC,28001,Mecklenburg,6,MI,Residential,6,6,FALSE,MHL-060-1195
Bon Rea Drive Group Home,Lifespan Incorporated,"1511 Shopton Rd, Suite A",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-120
McLeod Centers for Wellbeing,McLeod Centers for Wellbeing,500 Archdale Drive 3rd Floor,Charlotte,NC,28217,Mecklenburg,6,SUD,Residential,36,20,FALSE,MHL-060-1206
McLeod Centers for Wellbeing,McLeod Centers for Wellbeing,500 Archdale Drive 3rd Floor,Charlotte,NC,28217,Mecklenburg,30,SUD,Residential,36,20,FALSE,MHL-060-1206
VOCA-Simpson Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-122
Peace Cottage,Thompson Child & Family Focus,6800 St. Peters Lane,Matthews,NC,28105,Mecklenburg,6,MI,Residential,6,3,FALSE,MHL-060-1226
Merancas Cottage,Thompson Child & Family Focus,6800 St. Peters Lane,Matthews,NC,28105,Mecklenburg,6,MI,Residential,6,2,FALSE,MHL-060-1227
Starnes Group Home,Educare Community Living Corporation - North Carolina,"818 Tyvola Road, Suite 104",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-125
Hinds' Feet Farm-Puddin's Place,"Hinds' Feet Farm, Inc.",PO Box 2842,Huntersville,NC,28070,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-1257
VOCA-Freedom Group Home,VOCA Corporation of North Carolina,818 Tyvola Road Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-126
Enoch Drive,VOCA Corporation of North Carolina,"818 Tyvola Road, Suite 104",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-1273
Vinetta Green Home,"The Kids Workshop, Inc.",5901 Beatties Ford Rd,Charlotte,NC,28216,Mecklenburg,2,MI,Residential,2,1,FALSE,MHL-060-1278
VOCA-Harrisburg Road Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-128
Inreach - Falls Church Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,2,IID,Residential,2,1,FALSE,MHL-060-1285
Bass Lane Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.","5171 Glenwood Ave., Ste. 211",Raleigh,NC,27612,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1296
Lilley Home,"The Kids Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,3,MI,Residential,3,2,FALSE,MHL-060-1297
VOCA-St. John's Church Road Group Home,VOCA Corporation of North Carolina,818 Tyvola Road Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-130
Anuvia Prevention and Recovery Center,"Anuvia Prevention and Recovery Center, Inc.",100 Billingsley Road,Charlotte,NC,28211,Mecklenburg,24,SUD,Residential,76,45,FALSE,MHL-060-1300
Anuvia Prevention and Recovery Center,"Anuvia Prevention and Recovery Center, Inc.",100 Billingsley Road,Charlotte,NC,28211,Mecklenburg,16,SUD,Residential,76,45,FALSE,MHL-060-1300
Anuvia Prevention and Recovery Center,"Anuvia Prevention and Recovery Center, Inc.",100 Billingsley Road,Charlotte,NC,28211,Mecklenburg,36,SUD,Residential,76,45,FALSE,MHL-060-1300
"Hinds' Feet Farm, Inc.-Hart Cottage","Hinds' Feet Farm, Inc.",P.O. Box 2842,Huntersville,NC,28070,Mecklenburg,3,IID,Residential,3,3,FALSE,MHL-060-1306
Jeffery Evans Home,"Still Family, LLC",7506 E. INDEPENDENCE BLVD.,CHARLOTTE,NC,28227,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1314
Sabrina Thomas Home,"Still Family, LLC",7506 East Independence Boulevard,"Charlotte, NC,",NC,28227,Mecklenburg,2,MI,Residential,2,2,FALSE,MHL-060-1315
Frances McFadden Home,"Care Well of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,3,MI,Residential,3,2,FALSE,MHL-060-1318
Cole Home,"The Kids Workshop, Inc.",5901 Beatties Ford Rd,Charlotte,NC,28216,Mecklenburg,2,MI,Residential,2,0,FALSE,MHL-060-1327
HopeWay,HopeWay Foundation,1717 Sharon Road West,Charlotte,NC,28210,Mecklenburg,36,MI,Residential,36,32,FALSE,MHL-060-1328
Nelson Home,"Care Well of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1329
VOCA-Oak Drive Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-133
Lifespan/Farmpond Lane,"Lifespan, Inc.","1511 Shopton Rd., Ste. A",Charlotte,NC,28217,Mecklenburg,3,IID,Residential,3,2,FALSE,MHL-060-1336
Bonnie's Home for Youth,"A Caring Home, Inc.",8616 Nations Ford Rd,Charlotte,NC,28217,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1337
VOCA-Purser Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-134
