HS Number,Name,Address,City,State,Zip,Primary Identifier,Website
7792580394,Little Flower Children & Family Services,2450 North Wading River Road,Wading River,NY,11792,Prospect,littleflowerny.org
7792590594,CATHOLIC GUARDIAN SERVICES,1011 First Avenue,New York,NY,10022,Prospect,catholicguardian.org
7792573610,Eden II Programs,600 Newbridge Road,East Meadow,NY,11554,Prospect,eden2.org
7792461998,BROOKLYN COMMUNITY SERVICES (DBA),151 Lawrence Street,Brooklyn,NY,11201,Prospect,wearebcs.org
7792461996,OSWEGO COUNTY OPPORTUNITIES  INC.,239 Oneida Street,Fulton,NY,13069,Prospect,oco.org
7792490038,Human Care Services (HCS),1042 38th Street,Brooklyn,NY,11219,Prospect,hcsny.org
7792573609,Westchester Jewish Community Services ,845 North Broadway,White Plains,NY,10603,Prospect,wjcs.com
7792561941,HELEN KELLER SERVICES,1 Helen Keller Way,Hempstead,NY,11550,Non-Prospect,helenkeller.org
7792516118,AIM SERVICES  INC.,4227 Route 50,Saratoga Springs,NY,12866,Prospect,aimservicesinc.org
7792573608,Rising Ground,463 Hawthorne Avenue,Yonkers,NY,10705,Non-Prospect,risingground.org
7925954687,The Arc Westchester,265 Saw Mill River Road,Hawthorne,NY,10532,Prospect,westchesterarc.org
7925924943,Institute for Community Living,125 Broad Street,New York,NY,10004,Prospect,iclinc.net
7792480440,CHINESE-AMERICAN PLANNING COUNCIL  INC.,133 14 41st Avenue,Flushing,NY,11355,Prospect,cpc-nyc.org
7792516116,QSAC  INC.,253 West 35th Street,New York,NY,10001,Prospect,qsac.com
7792506468,Mental Health Association in New Jersey,"673 Morris Ave, Ste 100",Springfield,NJ,07081,Prospect,mhanj.org
7925918217,WELLLIFE NETWORK  INC.,142 02 20th Avenue,Flushing,NY,11351,Pipeline,welllifenetwork.org
7792553564,Ohel Children's Home and Family Services,1268 E 14th Street,Brooklyn,NY,11230,Influencer,ohelfamily.org
7792516115,Upstate Caring Partners formerly Upstate Cerebral Palsy,125 Business Park Drive,Utica,NY,13502,Prospect,upstatecp.org
7792553563,JAMAICA HOSPITAL MEDICAL CENTER,8900 Vanwyck Expressway,Jamaica,NY,11418,Non-Prospect,jamaicahospital.org
7792480439,NEW YORK FOUNDLING HOSPITAL,590 Avenue Of The Americas,New York,NY,10011,Pipeline,nyfoundling.org
7792461993,EAST HARLEM COUNCIL FOR COMMUNITY IMPROV,413 East 120th Street,New York,NY,10035,Prospect,acacianetwork.org
7792516114,HILLSIDE CHILDREN'S CENTER,1183 Monroe Avenue,Rochester,NY,14620,Prospect,hillside.com
7792524905,SCO FAMILY OF SERVICES,1 Alexander Place,Glen Cove,NY,11542,Prospect,sco.org
7792581548,JEWISH BOARD OF FAMILY/CHILDREN SERVICES,135 W 50th Street,New York,NY,10020,Prospect,jbfcs.org
7792631338,People Inc,835 West Main Street,Rochester,NY,14611,Pipeline,people-inc.org
7771515481,NYSHFA,33 Elk Street,Albany,NY,12207,Non-Prospect,nyshfa-nyscal.org
7658051706,Spectrum Business,20 CENTURY HILL DR,New York,NY,12110,Non-Prospect,twcbc.com
7658059605,caringinc.org,1120 North Main Street,Pleasantville,NJ,08232,Pipeline,caringinc.org
7657952441,Bright Side Manor,300 Teaneck Road,Teaneck,NJ,07666,Non-Prospect,brightsidemanor.org
8030699320,Partnerships4People, Vreeland Rd,Florham Park,NJ,07932,Prospect,partnershipsforpeople.org
7658021931,St. Dominic's Family Services,500 Western Highway,Blauvelt,NY,10913,Pipeline,sdfs.org
7657464626,The NJCDD,20 West State Street,Trenton,NJ,08608,Client,njcdd.org
7658051702,"Merrill Lynch & Co., Inc.",2125 Louisiana Blvd N E #200,New York,NY,10080,Prospect,ml.com
7657979034,PEAKS NJ,861 South Avenue,Plainfield,NJ,07062,Non-Prospect,peaksnj.org
7658043527,North Metro Community Services,1001 W 124th Ave,Denver,CO,80234,Prospect,nmetro.org
7658003208,ROCKLAND CO. NYSARC  INC.,25 HEMLOCK DRIVE,CONGERS,NY,10920,Prospect,arcofrockland.org
7658014842,Foothold Technology,36 East 12th Street,New York,NY,10003,Non-Prospect,footholdtechnology.com
7792516121,ACCESS: SUPPORTS FOR LIVING  INC.,15 Fortune Road West,Middletown,NY,10941,Prospect,accesssupports.org
7658051693,WMSH Marketing Communications,100 PO Box,Haddonfield,NJ,08033,Non-Prospect,wmsh.com
7657442141,Community Treatment Solutions,236 New Jersey 38,Mount Laurel,NJ,08054,Pipeline,ctsnj.org
7657463833,Waterfront Rest Home,,,NJ,,Non-Prospect,
7657973068,DELAWARE CO. NYSARC  INC.,34570 STATE HIGHWAY 10,WALTON,NY,13856,Prospect,delarc.org
7657973069,EMPOWERING PEOPLE'S INDEPENDENCE,2 Townline Circle,Rochester,NY,14623,Prospect,epiny.org
7657952433,The Arc of New Jersey,985 Livingston Avenue,North Brunswick Township,NJ,08902,Client,arcnj.org
7657951376,Community Hope,,,NJ,,Non-Prospect,
7658014025,DPD,,,NJ,,Non-Prospect,
7792545450,Anderson Center for Autism,4888 Route 9,Staatsburg,NY,12580,Prospect,andersoncenterforautism.org
7657937170,A.C.L.D.,807 South Oyster Bay Road,Bethpage,NY,11714,Prospect,acld.org
7657375128,Fordham-Lewis,,,NJ,,Non-Prospect,
7658014051,"Peaks Developmental Services, Inc.",835 E. 6th Street,Plainfield,NJ,07062,Non-Prospect,
7657918633,Developmental Disabilities Institute,,Smithtown,NY,,Influencer,
7657944646,Jawonio Inc,260 North Little Tor Road,New City,NY,10956,Non-Prospect,jawonio.org
7657463719,Heart to Heart,,,NJ,,Non-Prospect,
7657507610,The Arc Allegany,240 O'connor Street,Wellsville,NY,14895,Prospect,alleganyarc.org
7658011284,Community Options,16 Farber Rd,Princeton,NJ,08540,Non-Prospect,
9392441994,NIPD  (NJ-N),345 NORTH MAIN STREET,NEW CITY,NY,10956,Client,
7657985826,Richmond Community Services Association,,Mount Kisco,NY,,Influencer,
7658002030,NLDC,,,NJ,,Non-Prospect,
7657918564,Mary Cariola Children's Center,"1000 Elmwood Ave., Suite 100",Rochester,NY,14620,Prospect,marycariola.org
7658002082,The ARC of Rockland,,,NY,,Prospect,
7657426092,THE ARC ERIE COUNTY NEW YORK,30 WILSON ROAD,WILLIAMSVILLE,NY,14221,Prospect,arceriecounty.org
7657928627,Non Profit Development Center of Southern New Jersey,PO Box 100,Haddonfield,NJ,08033,Non-Prospect,
7658002090,NJ Council on Developmental Disabilities,20 West StreetPO Box 7006th floor,Trenton,NJ,,Non-Prospect,
7657951375,Legacy Treatment Services,,,NJ,,Non-Prospect,
7657367461,CP Nassau,380 Washington Avenue,Roosevelt,NY,11575,Pipeline,cpnassau.org
7657367565,Bancroft,311 Walton Avenue,Mount Laurel,NJ,08054,Prospect,
7657383342,ACDS,4 Fern Place,Plainview,NY,11803,Prospect,acds.org
7657497436,LIBERTY RESOURCES  INC.,1045 James St.,Syracuse,NY,13203,Prospect,liberty-resources.org
7658002056,"Greystone Programs, Inc.",700 South Drive,Hopewell Junction,NY,12533,Prospect,greystoneprograms.org
7657951324,Crossroads,609-880-0210,,NJ,,Prospect,
7658043525,New Hope Community,5 New Hope Community Drive,Loch Sheldrake,NY,12759,Pipeline,newhopecommunity.org
7791774251,The Arc Jefferson - St. Lawrence,380 Gaffney Drive,Watertown,NY,13601,Pipeline,thearcjslc.org
7792580460,NYS ARC RENSSELAER COUNTY CHAPTER,79 102ND STREET,TROY,NY,12180,Prospect,renarc.org
7657367478,THE ARC OF CHEMUNG-SCHUYLER,711 SULLIVAN STREET,ELMIRA,NY,14901,Prospect,thearc.org
7657375106,CDS MONARCH  INC.,860 Hard Road,WEBSTER,NY,14580,Prospect,cdsmonarch.org
7657951385,PALs,,,NJ,,Prospect,
7792631440,ARC GLOW,18 Main Street,Mt. Morris,NY,14510,Prospect,lwarc.org
7657441037,Legacy Treatment Center,,,NJ,,Non-Prospect,
7657367562,Access CNY,1603 Court Street,Syracuse,NY,13208,Non-Prospect,accesscny.org
7658042385,Autism-NJ,"500 Horizon Drive, Suite 530",Robbinsville,NJ,08691,Prospect,autismnj.org
7657367602,AHRC NYC,83 Maiden Lane,New York,NY,10038,Client,ahrcnyc.org
7925862289,A VERY SPECIAL PLACE  INC.,49 Cedar Grove Avenue,Staten Island,NY,10306,Prospect,avspny.org
7658002014,"A.R.C., INC.",1145 EAST 55TH STREET,BROOKLYN,NY,11234,Prospect,arcny.org
7658002027,ADAPT of the Hudson Valley,420 Schutt Road Extension,Middletown,NY,10940,Pipeline,adapthv.org
7657393835,Community Options - NJ,,,NJ,,Non-Prospect,
7657952512,PATHWAYS  INC.,33 Denison Parkway West,Corning,NY,14830,Pipeline,pathwaysforyou.org
7658047026,"AABR, INC.",15 08 College Point Boulevard,COLLEGE POINT,NY,11356,Prospect,aabr.org
7657936021,SERV,,,NJ,,Non-Prospect,
7657497440,ONONDAGA CO. NYSARC  INC.,600 SOUTH WILBUR AVENUE,SYRACUSE,NY,13204,Prospect,arcon.org
7657393794,Achieve,125 Cutler Pond Road,Binghamton,NY,13905,Prospect,achieveny.org
7657994290,Angela's House,5052 PO Box,Hauppauge,NY,11788,Prospect,angelashouse.org
32359256687,The Arc Lexington NY,127 East State Street,Gloversville,NY,12078,Prospect,thearclexington.org
7657383307,COARC,630 ROUTE 217,MELLENVILLE,NY,12544,Prospect,coarc.org
7658031518,Crossroads Programs,610 Beverly rancocoas Rd,Willingboro,NJ,08046,Client,crossroadsprograms.org
7657393786,Community Treatment Solutions,,,NJ,,Prospect,
7658012463,OTSEGO CO. NYSARC  INC.,35 ACADEMY STREET,ONEONTA,NY,13820,Prospect,arcotsego.org
7657936000,Benchmark,,,NJ,,Prospect,
7658048116,ABBOTT HOUSE,100 North Broadway,Irvington,NY,10533,Prospect,abbotthouse.net
7657979026,SINERGIA,2082 Lexington Ave,New York,NY,10035,Prospect,sinergiany.org
7658042389,South Park Group Home,,,NJ,,Non-Prospect,
7658014837,Schenectady ARC,214 State Street,Schenectady,NY,12305,Prospect,arcschenectady.org
7657463830,Arc of Seneca Cayuga,1521 Clark Street Rd.,Auburn,NY,13021,Prospect,arcsencay.org
7657944629,ARC HERKIMER,350 SOUTH WASHINGTON STREET,HERKIMER,NY,13350,Prospect,archerkimer.org
8118157350,Arc of Somerset County,141 South Main Street,Manville,NJ,08835,Prospect,thearcofsomerset.org
7658031640,"Goodwill Industries of Greater New York & Northern NJ, Inc (Goodwill Industries of Greater NY & NJ)",193 Veterans Blvd,Carlstadt,NJ,07072,Non-Prospect,goodwillnynj.org
7657918558,"Grace Excellency Care, LLC","2066 Millburn Avenue,Suite 102",Maplewood,NJ,07040,Prospect,graceexcellencycare.com
7658042296,Crystal Healthcare Services,"1000 Maplewood Drive,Suite 209",Maple Shade,NJ,08052,Non-Prospect,crystalhealthcareservices.com
7657393788,"ConsultCare Solutions, LLC","341 E. 33rd Street,2nd floor",Patterson,NJ,07504,Non-Prospect,consultcaresolutions.com
7657383246,Devereux Advanced Behavioral Health - NJ,"286 Mantua Grove Road, Bldg 4",West Deptford,NJ,08066,Non-Prospect,devereux.org
7658042297,"Caring House Projects - CARING House Projects, Inc.",407 W. Delilah Road,Pleasantville,NJ,08232,Prospect,caringinc.net
7657978276,The Arc of Warren County,319 W Washington Ave,Washington,NJ,07882,Pipeline,arcwarren.org
7657978218,Departmen of Human Services - Developmental Centers,Multi-location,Multi-location,NJ,08611,Non-Prospect,nj.gov
7658013992,Innovative Life of New Jersey,1900 Mount Holly Rd,Burlington,NJ,08016,Prospect,innovativelife.org
7657393790,Gold Medal Home Health,"155 Willowbrook Blvd,Suite 500",Wayne,NJ,07470,Prospect,goldmedalhomehealth.com
7657367444,"The Arc of Mercer County (The Arc of Mercer County) - Arc of Mercer, Inc. - Hamilton",180 Ewingville Road,Ewing,NJ,08638,Prospect,arcmercer.org
7657367587,Arc of Essex County Inc. - West Caldwell,1120 Bloomfield Avenue,West Caldwell,NJ,07006,Prospect,arcessex.org
7658047017,Hudson Milestones - Hudson Milestones- Admin,365-381 Clendenny Avenue,Jersey City,NJ,07304,Non-Prospect,hudsonmilestones.org
8118720805,The Arc of Hunterdon,"53 Frontage Road, Suite 150",Hampton,NJ,08827,Prospect,archunterdon.org
7658031508,Developmental Disabilities Support Services,"5 Stamy Drive, Suite 2",Ewing,NJ,08618,Non-Prospect,ddssnj.com
7658001989,Arc of Cumberland County,1680 W Sherman Ave,Vineland,NJ,08360,Non-Prospect,arccumberland.org
7657943418,Arc of Hudson - Arc of Hudson-Union City,405 36th Street,Union City,NJ,07087,Prospect,archudson.org
7657383248,Bestcare Nursing and Residential Services,"105 Evesboro Medford Road, Suite F",Marlton,NJ,08053,Client,bestcareresidential.com
7657943411,A.W. Holdings (Benchmark Human Services) - A.W. Holdings-Branchburg,3322 Route 22 West,Branchburg,NJ,08876,Non-Prospect,benchmarkhs.com
7652764961,The Arc - Jefferson,13949 West Colfax Avenue,Lakewood,CO,80401,Prospect,arcjc.org
7791798329,The Center for Discovery,Benmosche Rd,Harris,NY,12742,Influencer,thecenterfordiscovery.org
7608223143,Epic Health Services,5220 Spring Valley Road,Denver,CO,75254,Non-Prospect,epichealthservices.com
7611239039,Capabilities,1149 Sullivan St,Elmira,NY,14901,Prospect,capabilities.org
7613326760,LIFETIME ASSISTANCE  INC.,425 Paul Road,Rochester,NY,14624,Prospect,lifetimeassistance.org
7611939236,Partners Pharmacy,50 Lawrence Road,Springfield Township,NJ,07081,Competitors,partnerspharmacy.com
7611914120,Camden Coalition,800 Cooper Street,Camden,NJ,08102,Non-Prospect,camdenhealth.org
7613309307,Meeker Sharkey & Hurley Insurance,21 Commerce Drive,Cranford,NJ,07016,Non-Prospect,meekersharkey.com
7613484883,NewBridge Services,7 Industrial Road,Parsippany,NJ,07440,Non-Prospect,newbridge.org
7612081228,Jewish Family Service of MetroWest,256 Columbia Turnpike,Florham Park,NJ,07932,Non-Prospect,jfsmetrowest.org
7611865995,Northern Region Educational Services Commission,82 Totowa Road,Wayne,NJ,07470,Prospect,nresc.org
7613504061,Noor,12 West 37th Street,New York,NY,10018,Non-Prospect,noorinc.com
7611996423,The Arc Madison Cortland,701 Lenox Avenue,Oneida,NY,13421,Prospect,arcofmc.org
7657375152,AHRC Nassau,189 Wheatley Rd. #4,Brookville,NY,11545,Client,ahrc.org
7610773326,Partners Health Plan,655 3rd Avenue,New York,NY,10017,Non-Prospect,phpcares.org
7611958889,CSPNJ,11 Spring Street,Freehold,NJ,07728,Non-Prospect,cspnj.org
7612081224,Abilities of Northwest Jersey,264 New Jersey 31,Washington,NJ,07882,Non-Prospect,abilitiesnw.com
7611958886,Seven Dimensions Health,28 Valley Road,Montclair,NJ,07042,Non-Prospect,sevendimensionshealth.com
7608223133,Family Resource Network,50 Millstone Road,East Windsor,NJ,08512,Non-Prospect,familyresourcenetwork.org
7613504054,trinitas.org,225 Williamson St,Elizabeth,NJ,07202,Non-Prospect,trinitas.org
7613554275,Alternatives,600 1st Avenue,Raritan,NJ,08869,Prospect,alternativesinc.org
7613436691,COMMUNITY ASSISTED LIVING,2415 Mullins Avenue,Alamosa,CO,81101,Prospect,communityassistedliving.com
7612081220,Neighbours,3490 U.S. 1,Princeton,NJ,08540,Prospect,neighbours-inc.com
7613326753,Archway Programs,280 Jackson Rd,Atco,NJ,08004,Prospect,archwayprograms.org
7609353400,Princeton Child Development Institute,300 Cold Soil Road,Princeton,NJ,08540,Non-Prospect,pcdi.org
7613528093,Jewish Service for Developmentally Disabled of MetroWest (JSDD),310 Eisenhower Parkway,West Orange,NJ,07052,Non-Prospect,jsddmetrowest.org
7611958883,Starbridge,1650 South Avenue,Rochester,NY,14620,Prospect,starbridgeinc.org
7610949193,ALFA Development,39 Oak Ridge Road,West Milford,NJ,07435,Prospect,alfadevelopment.org
7609353399,Citizen Advocates,125 Finney Boulevard,Malone,NY,12953,Influencer,citizenadvocates.net
7609744742,New Jersey Community Development Corporation,32 Spruce Street,Paterson,NJ,07501,Non-Prospect,njcdc.org
7613309294,Preferred Home Health Care & Nursing Services,45 Main St,Eatontown,NJ,07724,Prospect,preferredcares.com
7613768362,SERV Behavioral Health System,20 Scotch Road,Ewing Township,NJ,08628,Prospect,servbhs.org
7613409900,Center for Disability Services,314 S MANNING BLVD,Albany,NY,12208,Non-Prospect,cdsil.org
7613554264,Advantage Care Health Centers,189 Wheatley Road,Glen Head,NY,11545,Non-Prospect,advantagecaredtc.org
7613554262,Optimum,12444 POWERSCOURT DR,Bethpage,NY,71665,Non-Prospect,suddenlink.net
7609744740,EPIC Long Island,1500 Hempstead Turnpike,East Meadow,NY,11554,Prospect,epicli.org
7611983133,YCS,25 East Salem Street,Hackensack,NJ,07601,Non-Prospect,ycs.org
7610773313,Arc Of Burlington County,115 East Broad Street,Burlington,NJ,08016,Client,arcofburlington.org
7608717829,Easterseals - New Jersey,,,NJ,60604,Client,
7611239021,Spectrum For Living,210 Rivervale Road,River Vale,NJ,07675,Client,spectrumforliving.org
7609209782,Arc Bergen-Passaic,223 Moore Street,Hackensack,NJ,07601,Client,arcbp.com
7613409895,NYC Media,1 Centre Street,New York,NY,10007,Non-Prospect,nyc.gov
7609353386,jhcare.com,717 Broadway,Newark,NJ,07104,Client,jhcare.com
7613281687,The Arc of Salem County,150 Salem Woodstown Road,Mannington Township,NJ,08079,Client,arcsalem.com
7613768357,J-ADD,190 Moore Street,Hackensack,NJ,07601,Client,j-add.org
7613768356,Bancroft,20 PO Box,Haddonfield,NJ,08033,Prospect,marcroftmedical.org
7612081205,EIHAB HUMAN SERVICES  INC.,168 18 South Conduit Avenue,Springfield Gardens,NY,11434,Prospect,eihab.org
8118133927,The Arc of Gloucester County,1555 Gateway Boulevard,Westville,NJ,08093,Client,thearcgloucester.org
7658014011,Adept Programs,"2 Mill Street, Suite #2",Mount Holly,NJ,08064,Non-Prospect,adeptprograms.com
10425674281,Autism Services,40 Hazelwood Dr Rm 210,Amherst,NY,14228,Prospect,autism-services-inc.org
7613768348,Legacy Treatment Services,1289 Route 38,Hainesport,NJ,08036,Prospect,legacytreatment.org
7612081196,"Catholic Charities, Diocese of Paterson",1 CATHOLIC CHARITIES WAY,Oak Ridge,NJ,07438,Client,dpd.org
7613554255,OPWDD New York State,249 Glenwood Road,Binghamton,NY,13905,Influencer,ny.gov
7611983128,Intandem,1439 Buffalo Street,Olean,NY,14760,Non-Prospect,intandem.org
7611865972,SPRINGBROOK NY  INC.,105 Campus Drive,Oneonta,NY,13820,Prospect,springbrookny.org
7792490041,WILDWOOD PROGRAMS  INC.,1190 Troy Schenectady Road,Latham,NY,12110,Pipeline,wildwood.edu
7609208068,"New Jersey Association of Community Providers, Inc.",140 Scotch Road,Ewing,NJ,08628,Non-Prospect,njacp.org
7612079426,UNITED CEREBRAL PALSY OF QUEENS  INC.,81-15 164th Street,Jamaica,NY,11432,Pipeline,queenscp.org
7611981870,"Cheyenne Village, Inc.",6275 Lehman Drive,Colorado Springs,CO,80918,Prospect,cheyennevillage.org
8311674689,"Block Institute, Inc.",376 Bay 44th Street,Brooklyn,NY,11214,Non-Prospect,blockinstitute.org
7609351854,Richmond Community Services,272 North Bedford Road,Mt. Kisco,NY,10549,Prospect,richmondcommserv.org
7612079412,Imagine!,1400 Dixon Ave,Lafayette,CO,80026,Prospect,imaginecolorado.org
7608715915,"Activity Options, LLC",7401 W. 59th Ave.,Arvada,CO,80003,Prospect,activityoptions.com
7612079416,"Pinnacle Treatment Centers, Inc.","1317 Route 732, Ste 200",Mount Laurel,NJ,08054,Non-Prospect,pinnacletreatment.com
7613307523,Eden Autism,2 Merwick Road,Princeton,NJ,08540,Pipeline,edenautism.org
7611864836,Birch Family Services,104 West 29th Street,New York,NY,10001,Prospect,birchfamilyservices.org
7613381015,"InterAgency Council of Developmental Disabilities Agencies, Inc.",150 West 30th Street,New York,NY,10001,Non-Prospect,iacny.org
7613502745,NYS ARC NEW YORK CITY CHAPTER,83 Maiden Lane,New York,NY,10038,Client,ahrcnyc.org
7610771873,Cerebral Palsy Associations of New York State,40 Rector Street - 15th Floor,New York,NY,10006,Influencer,cpstate.org
7608715890,CP ROCHESTER (DBA),3399 Winton Road South,Rochester,NY,14623,Pipeline,cprochester.org
7613483036,EAST END DISABILITY ASSOCIATES  INC.,107 Roanoke Avenue,Riverhead,NY,11901,Prospect,eed-a.org
7613434629,CEREBRAL PALSY OF WESTCHESTER  INC.,1186 King Street,Purchase,NY,10605,Prospect,cpwestchester.org
7613552387,"Enable, Inc.",13 Roszel Road,Princeton,NJ,08540,Non-Prospect,enablenj.org
7613307489,United Cerebral Palsy of Hudson County,721 Broadway,Bayonne,NJ,07002,Influencer,ucpofhudsoncounty.org
7612079392,"Parker Personal Care Homes, Inc.",1597 Cole Boulevard,Lakewood,CO,80401,Pipeline,parkerpch.com
7613766664,Alliance Colorado,1410 Grant Street,Denver,CO,80203,Associaton,alliancecolorado.org
7613552313,The ARC Mid Hudson,471 Albany Avenue,Kingston,NY,12401,Prospect,arcmh.org
7613408160,Developmental Disabilities Institute,99 Hollywood Drive,Smithtown,NY,11787,Influencer,ddiny.org
7613380993,LIFE'S W.O.R.C.  INC.,1501 Franklin Avenue,Garden City,NY,11530-8165,Prospect,lifesworc.org
33650870360,Overture,11177 W. 8th Ave,Lakewood,CO,80215,Pipeline,overturesvs.com
10926210205,MONTGOMERY CO. NYSARC  INC.,43 LIBERTY DRIVE,AMSTERDAM,NY,12010,Prospect,libertyarc.org
7613766678,Eleos Services,4319 Pearlgate Ct,Fort Collins,CO,80526,Pipeline,eleosservices.com
7613552299,"Lochland, Inc.",1065 Lochland Road,Geneva,NY,14456,Prospect,lochlandinc.org
7611957615,Inspiration Field,612 Adams Avenue,La Junta,CO,81050,Prospect,inspirationfield.org
8311666460,"Family Residences and Essential Enterprises, Inc. (FREE, Inc.)",191 Sweet Hollow Road,Old Bethpage,NY,11804-1342,Prospect,familyres.org
7608221267,Independent Living Association,110 York Street,Brooklyn,NY,11201,Influencer,ilaonline.org
7613483015,ADAPT Community Network,80 Maiden Lane,New York,NY,10038,Pipeline,adaptcommunitynetwork.org
7611994697,Living Resources Corporation ,300 Washington Avenue Extension,Albany,NY,12203,Non-Prospect,livingresources.org
7613280288,Laradon,5100 Lincoln Street,Denver,CO,80216,Pipeline,laradon.org
7608715873,"Southeastern Developmental Services, Inc.",PO Box 328,Lamar,CO,81052,Pipeline,sdsccb.org
8311557033,The Resource Center,200 Dunham Avenue,Jamestown,NY,14701,Influencer,resourcecenter.org
7609743265,"Foothills Gateway, Inc.",301 West Skyway Drive,Fort Collins,CO,80525,Influencer,foothillsgateway.org
7609743254,Services for the Underserved Inc.,463 Seventh Avenue,New York,NY,10018,Prospect,sus.org
7610947256,Racker,3226 Wilkins Road,Ithaca,NY,14850,Non-Prospect,racker.org
7613526150,Angels On Call,"100 Challenger Road, Suite 105",Ridgefield Park,NJ,07660,Non-Prospect,honorhealthnetwork.com
7613482924,United Cerebral Palsy of Long Island,250 Marcus Boulevard,Hauppauge,NY,11788-8845,Pipeline,ucp-li.org
7613307492,Alliance for the Betterment of Citizens with Disabilities,127 US Highway 206,Hamilton,NJ,08610,Associaton,abcdnj.org
7611994681,BKD CPAs & Advisors,1155 Avenue of the Americas,New York,NY,10036,Non-Prospect,bkd.com
7611981853,Blue Peaks Developmental Services,703 4th Street,Alamosa,CO,81101,Prospect,bluepeaks.org
7611937712,"Heritage Christian Services, Inc.",275 Kenneth Drive,Rochester,NY,14623-4277,Pipeline,heritagechristianservices.org
7613380971,New York Alliance for Inclusion and Innovation,240 Washington Avenue Extension,Albany,NY,12203,Non-Prospect,nyalliance.org
7610771831,"Dungarvin New Jersey, LLC",1543 State Route 27,Somerset,NJ,08854,Prospect,www.dungarvin.com
7610771826,"BDO USA, LLP","622 Third Avenue, Suite 3100",New York,NY,10017,Non-Prospect,bdo.com
7608715867,Continuum of Colorado,"14280 E. Jewell Avenue, Suite A",Aurora,CO,80012,Pipeline,continuumcolo.org
