"883 Rubber Avenue, Unit A2 (CSI, Inc.)",West,"883 Rubber Avenue, Unit A2 ","CSI, Inc.)"
89 Dodgintown Rd (Ability Beyond Disability)  ,West,89 Dodgintown Rd ,Ability Beyond Disability)  
9 Country Club Woods Circle (HART) ,West,9 Country Club Woods Circle ,HART) 
91 Columbia Boulevard (HART)  ,West,91 Columbia Boulevard ,HART)  
"91 Harrison Road (CSI, Inc.) ",West,91 Harrison Road ,"CSI, Inc.) "
"94 Reynolds Drive-A (Clasp Homes, Inc.)  ",West,94 Reynolds Drive-A ,"Clasp Homes, Inc.)  "
96 Brierwood Avenue (OAK HILL) ,West,96 Brierwood Avenue ,OAK HILL) 
"96 Reynolds Drive-B (Clasp Homes, Inc.) ",West,96 Reynolds Drive-B ,"Clasp Homes, Inc.) "
"99 Torrington Road (CSI, Inc.) ",West,99 Torrington Road ,"CSI, Inc.) "
Bertoli Drive (Litchfield County ARC)   ,West,Bertoli Drive ,Litchfield County ARC)   
"Boyd Street (Community Residences, Inc.) ",West,Boyd Street ,"Community Residences, Inc.) "
Mountainville Road (Ability Beyond Disability) ,West,Mountainville Road ,Ability Beyond Disability) 
"Old North Road (CSI, Inc.) ",West,Old North Road ,"CSI, Inc.) "
"Sage Way (CSI, Inc.)",West,Sage Way ,"CSI, Inc.)"
Sandy Hook:,West
"Westledge Drive (CSI, Inc.) ",West,Westledge Drive ,"CSI, Inc.) "
1 Boston Post Road (ECDC) ,South,1 Boston Post Road ,ECDC) 
1 Bruns Road (OAK Hill) ,South,1 Bruns Road ,OAK Hill) 
"1 Daybreak Lane (Whole Life, Inc.) ",South,1 Daybreak Lane ,"Whole Life, Inc.) "
"1 Ranney Road (Key Service Systems, Inc.) ",South,1 Ranney Road ,"Key Service Systems, Inc.) "
"10 Old Voluntown Road (Alternative Services, Inc.) ",South,10 Old Voluntown Road ,"Alternative Services, Inc.) "
10 Rhode Island Drive (MOSAIC) ,South,10 Rhode Island Drive ,MOSAIC) 
"10 Watrous Farm Road (The Arc of Southington, Inc.) ",South,10 Watrous Farm Road ,"The Arc of Southington, Inc.) "
100 Shulman Veslak Road (The Caring Community) ,South,100 Shulman Veslak Road ,The Caring Community) 
"100 Troiano Road (Community Residences, Inc.)",South,100 Troiano Road ,"Community Residences, Inc.)"
"1030 Shepard Avenue (Aspire Living and Learning, Inc.) ",South,1030 Shepard Avenue ,"Aspire Living and Learning, Inc.) "
106 Mill Road (The Caring Community)  ,South,106 Mill Road ,The Caring Community)  
107 Old Chester Road (Brian House Inc.),South,107 Old Chester Road ,Brian House Inc.)
"109 Middlesex Avenue (Brian House, Inc.) ",South,109 Middlesex Avenue ,"Brian House, Inc.) "
11 Kelseytown Road (Robin's Nest Intergenerational Daycare LLC),South,11 Kelseytown Road ,Robin's Nest Intergenerational Daycare LLC)
11 Laurel Glen (ECDC) ,South,11 Laurel Glen ,ECDC) 
"11 Orient Lane (Marrakech, Inc.)  ",South,11 Orient Lane ,"Marrakech, Inc.)  "
"11 Wayne Road (Kennedy Center, Inc.) ",South,11 Wayne Road ,"Kennedy Center, Inc.) "
11 Wood Acres Road (The Caring Community) ,South,11 Wood Acres Road ,The Caring Community) 
110 VanCedarfield Road (The Caring Community)  ,South,110 VanCedarfield Road ,The Caring Community)  
111 Cedar Street (The Arc Eastern Connecticut) ,South,111 Cedar Street ,The Arc Eastern Connecticut) 
"111 West Pond Road (Resources for Human Development, Inc.) ",South,111 West Pond Road ,"Resources for Human Development, Inc.) "
"112 Highland Avenue (A) (Community Residences, Inc.) ",South,112 Highland Avenue ,A) 
"112 Highland Avenue (B) (Community Residences, Inc.) ",South,112 Highland Avenue ,B) 
"112 Putters Drive (RMS Development, Inc.) ",South,112 Putters Drive ,"RMS Development, Inc.) "
"1162 South Curtis Street (RMS Development, Inc.) ",South,1162 South Curtis Street ,"RMS Development, Inc.) "
"12 Dolores Road (MARC Community Resources, Ltd.)",South,12 Dolores Road ,"MARC Community Resources, Ltd.)"
"12 Soundview Dr. (Journey Found, Inc.) ",South,12 Soundview Dr. ,"Journey Found, Inc.) "
"123 Scrub Oak Road (Aspire Living and Learning, Inc.) ",South,123 Scrub Oak Road ,"Aspire Living and Learning, Inc.) "
126 Pennsylvania Avenue (The Arc Eastern Connecticut),South,126 Pennsylvania Avenue ,The Arc Eastern Connecticut)
"126 West Road (Alternative Services, Inc.) ",South,126 West Road ,"Alternative Services, Inc.) "
13 Michele Drive (The Arc Eastern Connecticut) ,South,13 Michele Drive ,The Arc Eastern Connecticut) 
"13 Wychwood (Sunrise Northeast, Inc.)  ",South,13 Wychwood ,"Sunrise Northeast, Inc.)  "
"131 Newberry Road (Brian House, Inc.) ",South,131 Newberry Road ,"Brian House, Inc.) "
135 Maple Street (The Caring Community)  ,South,135 Maple Street ,The Caring Community)  
137 Caroline Drive (Oak Hill) ,South,137 Caroline Drive ,Oak Hill) 
1370 Whitney Avenue (The Children's Center of Hamden),South,1370 Whitney Avenue ,The Children's Center of Hamden)
"141 Half Mile Rd (Benhaven, Inc.) ",South,141 Half Mile Rd ,"Benhaven, Inc.) "
"144 Heathridge Road (Continuum of Care, Inc.) ",South,144 Heathridge Road ,"Continuum of Care, Inc.) "
144 Waterhole Road (The Caring Community) ,South,144 Waterhole Road ,The Caring Community) 
"149 Hillside Avenue (RMS Development, Inc.) ",South,149 Hillside Avenue ,"RMS Development, Inc.) "
"149 Wildwood Avenue (SARAH Tuxis Residential Svcs, Inc.) ",South,149 Wildwood Avenue ,"SARAH Tuxis Residential Svcs, Inc.) "
15 Cedar Ridge (MOSAIC)  ,South,15 Cedar Ridge ,MOSAIC)  
"15 Maple Street (Aspire Living and Learning, Inc.) ",South,15 Maple Street ,"Aspire Living and Learning, Inc.) "
"150 Peters Lane (Aspire Living and Learning, Inc.)",South,150 Peters Lane ,"Aspire Living and Learning, Inc.)"
"153 Sentinel Hill Road (Community Residences, Inc.) ",South,153 Sentinel Hill Road ,"Community Residences, Inc.) "
1553 Route 12 (ECDC),South,1553 Route 12 ,ECDC)
1560 Old Colchester Road (MOSAIC) ,South,1560 Old Colchester Road ,MOSAIC) 
158 Bascom Road (OAK HILL)   ,South,158 Bascom Road ,OAK HILL)   
"159 Osborne Street (Marrakech, Inc.) ",South,159 Osborne Street ,"Marrakech, Inc.) "
"16 Brown Lane ( New England Residential Services, Inc.  ",South,16 Brown Lane ," New England Residential Services, Inc.  "
"16 Ledge Road (Alternative Services, Inc.) ",South,16 Ledge Road ,"Alternative Services, Inc.) "
"16 Oak Ridge Drive (Aspire Living and Learning, Inc.) ",South,16 Oak Ridge Drive ,"Aspire Living and Learning, Inc.) "
"16 Oakgate Drive (SARAH Seneca Residential Svcs, Inc.) ",South,16 Oakgate Drive ,"SARAH Seneca Residential Svcs, Inc.) "
161 Burnham Road (The Caring Community)  ,South,161 Burnham Road ,The Caring Community)  
"1655 Ridge Road (Aspire Living and Learning, Inc.)  ",South,1655 Ridge Road ,"Aspire Living and Learning, Inc.)  "
1671 Center Groton Road (The Arc Eastern Connecticut) ,South,1671 Center Groton Road ,The Arc Eastern Connecticut) 
16a Ledge Road (RMS Development) ,South,16a Ledge Road ,RMS Development) 
"17 Fernwood Drive (MARC Community Resources, Ltd.)  ",South,17 Fernwood Drive ,"MARC Community Resources, Ltd.)  "
17 Glenn Road (Mosaic) ,South,17 Glenn Road ,Mosaic) 
"17 Marlen Drive (Benhaven, Inc.)  ",South,17 Marlen Drive ,"Benhaven, Inc.)  "
176 Cooper Lane (DDS South Region) ,South,176 Cooper Lane ,DDS South Region) 
"18 Bellview Dr. (Pathfinders Assoc., Inc.)  ",South,18 Bellview Dr. ,"Pathfinders Assoc., Inc.)  "
"18 Middlesex Avenue (Brian House, Inc.) ",South,18 Middlesex Avenue ,"Brian House, Inc.) "
"187 Half Mile Rd - Johnson (Benhaven, Inc.)  ",South,187 Half Mile Rd - Johnson ,"Benhaven, Inc.)  "
"187 Half Mile Rd - Nakash (Benhaven, Inc.) ",South,187 Half Mile Rd - Nakash ,"Benhaven, Inc.) "
"187 Half Mile Rd - Rosenberg (Benhaven, Inc.) ",South,187 Half Mile Rd - Rosenberg ,"Benhaven, Inc.) "
"1881 Litchfield Turnpike (Aspire Living and Learning, Inc.) ",South,1881 Litchfield Turnpike ,"Aspire Living and Learning, Inc.) "
1895 Ridge Road (DDS) ,South,1895 Ridge Road ,DDS) 
"19 Bellevue Terrace (MARC Community Resources, Ltd.)",South,19 Bellevue Terrace ,"MARC Community Resources, Ltd.)"
"197 Alps Road (SARAH Tuxis Residential Svcs, Inc.) ",South,197 Alps Road ,"SARAH Tuxis Residential Svcs, Inc.) "
198/200 Maple Street (ACORD) ,South,198/200 Maple Street ,ACORD) 
"1A Sanford Lane (MARC Community Resources, Ltd.) ",South,1A Sanford Lane ,"MARC Community Resources, Ltd.) "
2 Corey Road (NAFI CT. Inc) ,South,2 Corey Road ,NAFI CT. Inc) 
2 Hickory Hill (ECDC),South,2 Hickory Hill ,ECDC)
2 Stoner Terrace (Mosaic)  ,South,2 Stoner Terrace ,Mosaic)  
"2 Totoket Road (SARAH Seneca Residential Svcs, Inc.) ",South,2 Totoket Road ,"SARAH Seneca Residential Svcs, Inc.) "
"20 Cortina Road (Marrakech, Inc.) ",South,20 Cortina Road ,"Marrakech, Inc.) "
"20 Frances Drive (RMS Development, Inc.) ",South,20 Frances Drive ,"RMS Development, Inc.) "
"20 Hamast Avenue (Sunrise Northeast, Inc.) ",South,20 Hamast Avenue ,"Sunrise Northeast, Inc.) "
"20 Hickory Hill (SARAH Seneca Residential Svcs, Inc.) ",South,20 Hickory Hill ,"SARAH Seneca Residential Svcs, Inc.) "
20 Old Coach Highway (Benhaven),South,20 Old Coach Highway ,Benhaven)
20 Old Mill Road (DDS)  ,South,20 Old Mill Road ,DDS)  
20 Pheasant Drive (OAK HILL) ,South,20 Pheasant Drive ,OAK HILL) 
"200 Brook Street (RMS Development, Inc.) ",South,200 Brook Street ,"RMS Development, Inc.) "
"2068A Exeter Road (Sunrise Northeast, Inc.) ",South,2068A Exeter Road ,"Sunrise Northeast, Inc.) "
"2068B Exeter Road (Sunrise Northeast, Inc.) ",South,2068B Exeter Road ,"Sunrise Northeast, Inc.) "
21 Old Orchard Road (St. Vincent's Special Needs Center) ,South,21 Old Orchard Road ,St. Vincent's Special Needs Center) 
"21 Victor Hill Drive (Marrakech, Inc.) 4/21/2016   ",South,21 Victor Hill Drive ,"Marrakech, Inc.) 4/21/2016   "
"210 Byron Road (Midstate ARC, Inc.) ",South,210 Byron Road ,"Midstate ARC, Inc.) "
"216 Sand Hill Road (NERS, Inc.)  ",South,216 Sand Hill Road ,"NERS, Inc.)  "
22 Barnett Street (Mosaic),South,22 Barnett Street ,Mosaic)
"22 Laurelwood Drive (Midstate ARC, Inc.) ",South,22 Laurelwood Drive ,"Midstate ARC, Inc.) "
22 Robin Lane (Mosaic) ,South,22 Robin Lane ,Mosaic) 
220 Blue Trail (Benhaven),South,220 Blue Trail ,Benhaven)
"226 Collindale Drive (Continuum of Care, Inc.) ",South,226 Collindale Drive ,"Continuum of Care, Inc.) "
228 Elm Street (West Haven Comm. House Assoc. Inc.) ,South,228 Elm Street ,West Haven Comm. House Assoc. Inc.) 
"23 Jerry Brown Road (Whole Life, Inc.)  ",South,23 Jerry Brown Road ,"Whole Life, Inc.)  "
"23 Wildwood Terrace (Marrakech, Inc.) ",South,23 Wildwood Terrace ,"Marrakech, Inc.) "
"24 Horseshoe Road (SARAH Seneca Residential Svcs, Inc.) ",South,24 Horseshoe Road ,"SARAH Seneca Residential Svcs, Inc.) "
24 Manor Road (MOSAIC) ,South,24 Manor Road ,MOSAIC) 
"241 Route 164 (Whole Life, Inc.)  ",South,241 Route 164 ,"Whole Life, Inc.)  "
"242 Winthrop Road (Brian House, Inc.) 10/14/2016 ",South,242 Winthrop Road ,"Brian House, Inc.) 10/14/2016 "
"249 Bailey Road (New England Residential Services, Inc..)   ",South,249 Bailey Road ,"New England Residential Services, Inc..)   "
"25 Deforest Drive (Resources for Human Development, Inc.) ",South,25 Deforest Drive ,"Resources for Human Development, Inc.) "
"25 Ridge Road (Aspire Living and Learning, Inc.) ",South,25 Ridge Road ,"Aspire Living and Learning, Inc.) "
251 Rogers Road (The ARC of Eastern Connecticut) ,South,251 Rogers Road ,The ARC of Eastern Connecticut) 
255 Middletown Road (The Caring Community) ,South,255 Middletown Road ,The Caring Community) 
256 Broadway (DDS) ,South,256 Broadway ,DDS) 
"26 Janet Drive (Aspire Living and Learning, Inc.)",South,26 Janet Drive ,"Aspire Living and Learning, Inc.)"
"26 Paula Road (Key Human Services, Inc. ",South,26 Paula Road ,"Key Human Services, Inc. "
26 Sherwood Lane (OAK HILL) ,South,26 Sherwood Lane ,OAK HILL) 
264 Hempstead Street -A (DDS) ,South,264 Hempstead Street -A ,DDS) 
"267 Old Mill Road (Aspire Living and Learning, Inc.) ",South,267 Old Mill Road ,"Aspire Living and Learning, Inc.) "
"268 Mile Creek Road (Alternative Services, Inc.) ",South,268 Mile Creek Road ,"Alternative Services, Inc.) "
"27 Depot Road (Brian House, Inc.)  ",South,27 Depot Road ,"Brian House, Inc.)  "
"27 High Ridge Drive (Sunrise Northeast, Inc.) ",South,27 High Ridge Drive ,"Sunrise Northeast, Inc.) "
"278 Norwich Westerly Road (Whole Life, Inc.) ",South,278 Norwich Westerly Road ,"Whole Life, Inc.) "
28 Pepperbox Road (The Arc Eastern Connecticut) ,South,28 Pepperbox Road ,The Arc Eastern Connecticut) 
"28 Twiss Avenue (RMS Development, Inc.)",South,28 Twiss Avenue ,"RMS Development, Inc.)"
"280 Brownstone (Prime Care, Inc.)",South,280 Brownstone ,"Prime Care, Inc.)"
"286 Haywardville Road (Alternative Services, Inc.) ",South,286 Haywardville Road ,"Alternative Services, Inc.) "
"288 Allen Avenue (RMS Development, Inc.) ",South,288 Allen Avenue ,"RMS Development, Inc.) "
"29 Kelseytown Road (SARAH Seneca Residential Svcs, Inc.) ",South,29 Kelseytown Road ,"SARAH Seneca Residential Svcs, Inc.) "
"3 Michael's Way (The Arc of Southington, Inc.) ",South,3 Michael's Way ,"The Arc of Southington, Inc.) "
3 Winthrop Drive (ECDC)  ,South,3 Winthrop Drive ,ECDC)  
"30 Glen Parkway (Aspire Living and Learning, Inc.)  ",South,30 Glen Parkway ,"Aspire Living and Learning, Inc.)  "
"30 Seabreeze Drive (Whole Life, Inc.) ",South,30 Seabreeze Drive ,"Whole Life, Inc.) "
"30 Woodland Road (SARAH Seneca Residential Svcs, Inc.)",South,30 Woodland Road ,"SARAH Seneca Residential Svcs, Inc.)"
300 Third Avenue (ACORD) 2/3/2016 ,South,300 Third Avenue ,ACORD) 2/3/2016 
"301 East River Road (NERS, Inc.) ",South,301 East River Road ,"NERS, Inc.) "
301 Great Neck Road (DDS) ,South,301 Great Neck Road ,DDS) 
"31 Birch Lane (SARAH Seneca Residential Svcs, Inc.)   ",South,31 Birch Lane ,"SARAH Seneca Residential Svcs, Inc.)   "
31 D'Amato Drive (MOSAIC) ,South,31 D'Amato Drive ,MOSAIC) 
31 Old Route 87 (Key Human Services),South,31 Old Route 87 ,Key Human Services)
31 Woodridge Circle (The Arc Eastern Connecticut),South,31 Woodridge Circle ,The Arc Eastern Connecticut)
"310 Sea Hill Road (SARAH Tuxis Residential Services, Inc.) ",South,310 Sea Hill Road ,"SARAH Tuxis Residential Services, Inc.) "
316 Hotchkiss Road (OAK HILL) ,South,316 Hotchkiss Road ,OAK HILL) 
32 Green Valley Road (MOSAIC) ,South,32 Green Valley Road ,MOSAIC) 
"320 Old Hill Road (Opportunity House, Inc.) ",South,320 Old Hill Road ,"Opportunity House, Inc.) "
320 Wolf Harbor Road (HART United Inc.) ,South,320 Wolf Harbor Road ,HART United Inc.) 
"33 Bittersweet Drive (Alternative Services, Inc.)",South,33 Bittersweet Drive ,"Alternative Services, Inc.)"
33 Carriage Drive (MOSAIC),South,33 Carriage Drive ,MOSAIC)
33 Dogwood Road (Mosaic),South,33 Dogwood Road ,Mosaic)
33 Hidden Pond Drive (Gil Foundation) ,South,33 Hidden Pond Drive ,Gil Foundation) 
"33 Lake Street (Marrakech, Inc.) ",South,33 Lake Street ,"Marrakech, Inc.) "
"33 Sunny Hill Drive (SARAH Tuxis Residential Services, Inc.) ",South,33 Sunny Hill Drive ,"SARAH Tuxis Residential Services, Inc.) "
"332 Main Street (Adlebrook Community Services, Inc.) ",South,332 Main Street ,"Adlebrook Community Services, Inc.) "
335 Westfield Street (DDS) ,South,335 Westfield Street ,DDS) 
"338 Bartholomew Road (NERS, Inc.)  ",South,338 Bartholomew Road ,"NERS, Inc.)  "
34 Cloverdale Avenue (OAK HILL) ,South,34 Cloverdale Avenue ,OAK HILL) 
"34 Thomas Avenue (Continuum of Care, Inc.)   ",South,34 Thomas Avenue ,"Continuum of Care, Inc.)   "
"340 County Road (Key Human Services, Inc.)",South,340 County Road ,"Key Human Services, Inc.)"
35 Undercliff Road (DDS South Region),South,35 Undercliff Road ,DDS South Region)
"35 Woodcrest (RMS Development, Inc.)",South,35 Woodcrest ,"RMS Development, Inc.)"
"350 Lydale Place (Community Residences, Inc.) ",South,350 Lydale Place ,"Community Residences, Inc.) "
36 Briarwood Drive (The Caring Community) ,South,36 Briarwood Drive ,The Caring Community) 
37 Alice Street (The Caring Community) ,South,37 Alice Street ,The Caring Community) 
37 Arrowhead Drive (The Caring Community) ,South,37 Arrowhead Drive ,The Caring Community) 
37 Skyline Drive (The Caring Community) ,South,37 Skyline Drive ,The Caring Community) 
371 Scott Hill Road (The Caring Community) ,South,371 Scott Hill Road ,The Caring Community) 
"37-23 Woodley Court (RMS Development, Inc.) ",South,37-23 Woodley Court ,"RMS Development, Inc.) "
"38 Quarry Road (Key Service Systems, Inc.) ",South,38 Quarry Road ,"Key Service Systems, Inc.) "
38 Whitney Road (Journey Found) ,South,38 Whitney Road ,Journey Found) 
"3A Brianwood La. (SARAH Seneca Residential Svcs, Inc.) ",South,3A Brianwood La. ,"SARAH Seneca Residential Svcs, Inc.) "
4 Albacore Drive (The Arc Eastern Connecticut)   ,South,4 Albacore Drive ,The Arc Eastern Connecticut)   
"4 Danielle Court (Pathfinders Assoc., Inc.)  ",South,4 Danielle Court ,"Pathfinders Assoc., Inc.)  "
"4 Hall Acres Road (Midstate ARC, Inc.) ",South,4 Hall Acres Road ,"Midstate ARC, Inc.) "
4 Pelham Avenue (DUNGARVIN)  ,South,4 Pelham Avenue ,DUNGARVIN)  
4 Pontiac Drive (Journey Found) ,South,4 Pontiac Drive ,Journey Found) 
40 Shore Road (DDS) ,South,40 Shore Road ,DDS) 
"415 Opening Hill Road (SARAH Tuxis Residential Svcs, Inc.) ",South,415 Opening Hill Road ,"SARAH Tuxis Residential Svcs, Inc.) "
417 Lambert Road (SARAH Tuxis Residential Services Inc.) ,South,417 Lambert Road ,SARAH Tuxis Residential Services Inc.) 
"42 Franklin St. (Pathfinders Assoc., Inc.) ",South,42 Franklin St. ,"Pathfinders Assoc., Inc.) "
425 Dogwood Road (OAK HILL) ,South,425 Dogwood Road ,OAK HILL) 
44 Olinick Road (The Caring Community) ,South,44 Olinick Road ,The Caring Community) 
443 Hazelnut Hill (Journey Found),South,443 Hazelnut Hill ,Journey Found)
"448 Bethmour Road (Aspire Living and Learning, Inc.)  ",South,448 Bethmour Road ,"Aspire Living and Learning, Inc.)  "
45 Hillcrest Road (The Arc Eastern Connecticut),South,45 Hillcrest Road ,The Arc Eastern Connecticut)
"45 Murray Street (RMS Development, Inc.) ",South,45 Murray Street ,"RMS Development, Inc.) "
"470 Stevenson Road (Marrakech, Inc.) ",South,470 Stevenson Road ,"Marrakech, Inc.) "
"475 Kitemaug Road (Alternative Services, Inc.)  ",South,475 Kitemaug Road ,"Alternative Services, Inc.)  "
"479 North Madison Road (SARAH Tuxis Residential Svcs, Inc.)",South,479 North Madison Road ,"SARAH Tuxis Residential Svcs, Inc.)"
48 Lady Slipper Lane (The Arc Eastern Connecticut) ,South,48 Lady Slipper Lane ,The Arc Eastern Connecticut) 
"490 Amity Road (Aspire Living and Learning, Inc.) ",South,490 Amity Road ,"Aspire Living and Learning, Inc.) "
"5 Center Street (Alternative Services, Inc.) ",South,5 Center Street ,"Alternative Services, Inc.) "
5 Herschler Road (Mosaic)  ,South,5 Herschler Road ,Mosaic)  
"5 Town Colony Drive #1218 (RMS Development, Inc.) ",South,5 Town Colony Drive #1218 ,"RMS Development, Inc.) "
"5 Town Colony Drive #1228 (RMS Development, Inc.) ",South,5 Town Colony Drive #1228 ,"RMS Development, Inc.) "
"51 Champion Hill Road (NERS, Inc.) ",South,51 Champion Hill Road ,"NERS, Inc.) "
"51 Middle Haddam Road (NERS, Inc.)  ",South,51 Middle Haddam Road ,"NERS, Inc.)  "
"52 Lincoln Avenue (Aspire Living and Learning, Inc.)  ",South,52 Lincoln Avenue ,"Aspire Living and Learning, Inc.)  "
52 Overlook Drive (ACORD)  ,South,52 Overlook Drive ,ACORD)  
"527 New London Road (Alternative Services, Inc.)  ",South,527 New London Road ,"Alternative Services, Inc.)  "
"53 Miller Road (Alternative Services, Inc.)  ",South,53 Miller Road ,"Alternative Services, Inc.)  "
"53 Putters Drive (RMS Development, Inc.) ",South,53 Putters Drive ,"RMS Development, Inc.) "
"536 Main Street (Midstate ARC, Inc.)",South,536 Main Street ,"Midstate ARC, Inc.)"
"54 Town Street (Brian House, Inc.) ",South,54 Town Street ,"Brian House, Inc.) "
"542 North High Street (Marrakech, Inc,)",South,542 North High Street ,"Marrakech, Inc,)"
"548 Allen Avenue (RMS Development, Inc.)  ",South,548 Allen Avenue ,"RMS Development, Inc.)  "
"55 Soundridge Road (Community Residences, Inc.)   ",South,55 Soundridge Road ,"Community Residences, Inc.)   "
57 East Gate Lane (HART) ,South,57 East Gate Lane ,HART) 
"57-29 Woodley Court (RMS Development, Inc.) ",South,57-29 Woodley Court ,"RMS Development, Inc.) "
"573 Winthrop Road (Brian House, Inc.) 2/8/2017",South,573 Winthrop Road ,"Brian House, Inc.) 2/8/2017"
"57-30 Woodley Court (RMS Development, Inc.)",South,57-30 Woodley Court ,"RMS Development, Inc.)"
"58 Madison Road (Key Human Services, Inc.)",South,58 Madison Road ,"Key Human Services, Inc.)"
580 Wintergreen Avenue (Marrakech Housing Options) ,South,580 Wintergreen Avenue ,Marrakech Housing Options) 
6 Maple Court (ECDC) ,South,6 Maple Court ,ECDC) 
"6 Royal Oaks Drive (New England Residential Services, Inc.) ",South,6 Royal Oaks Drive ,"New England Residential Services, Inc.) "
"6 Sunbright Drive South (Midstate ARC, Inc.) ",South,6 Sunbright Drive South ,"Midstate ARC, Inc.) "
"60 Byron Place (Marrakech, Inc.) ",South,60 Byron Place ,"Marrakech, Inc.) "
"60 Knollwood Drive (Marrakech, Inc.)  ",South,60 Knollwood Drive ,"Marrakech, Inc.)  "
"60 Plainfield Ave, Unit 13 (Marrakech, Inc.)  ",South,"60 Plainfield Ave, Unit 13 ","Marrakech, Inc.)  "
"60 Plainfield Ave, Unit 22 (Marrakech, Inc.)  ",South,"60 Plainfield Ave, Unit 22 ","Marrakech, Inc.)  "
"60 Plainfield Ave, Unit 7 (Marrakech, Inc.)  ",South,"60 Plainfield Ave, Unit 7 ","Marrakech, Inc.)  "
"61 October Hill Road (Opportunity House, Inc.)",South,61 October Hill Road ,"Opportunity House, Inc.)"
"62 Chestnut Street (MARC Community Resources, Ltd.) ",South,62 Chestnut Street ,"MARC Community Resources, Ltd.) "
62 Reservoir Road (The Caring Community) ,South,62 Reservoir Road ,The Caring Community) 
62 Summitt Woods Drive (DDS) ,South,62 Summitt Woods Drive ,DDS) 
"63 Putters Drive (RMS Development, Inc.) ",South,63 Putters Drive ,"RMS Development, Inc.) "
63 Vancedarfield Road (The Caring Community) ,South,63 Vancedarfield Road ,The Caring Community) 
640 Middletown Avenue (HART United Inc.) ,South,640 Middletown Avenue ,HART United Inc.) 
"65 Norwich-Salem Road (Brian House, Inc.) ",South,65 Norwich-Salem Road ,"Brian House, Inc.) "
650 Middletown Avenue (HART United Inc.) ,South,650 Middletown Avenue ,HART United Inc.) 
"680 North Colony Street Apt. 16 (RMS Development, Inc.) ",South,680 North Colony Street Apt. 16 ,"RMS Development, Inc.) "
"680 North Colony Street Apt. 17 (RMS Development, Inc.)  ",South,680 North Colony Street Apt. 17 ,"RMS Development, Inc.)  "
"680 North Colony Street Apt. 18 (RMS Development, Inc.) ",South,680 North Colony Street Apt. 18 ,"RMS Development, Inc.) "
"681 Long Hill Road (SARAH Tuxis Residential Svcs, Inc.) ",South,681 Long Hill Road ,"SARAH Tuxis Residential Svcs, Inc.) "
681B Totoket Road (Benhaven),South,681B Totoket Road ,Benhaven)
"686 Beaumont Highway (Continuum of Care, Inc.) ",South,686 Beaumont Highway ,"Continuum of Care, Inc.) "
69 East Gate Lane (HART) ,South,69 East Gate Lane ,HART) 
"6D Brianwood La. (SARAH Seneca Residential Svcs, Inc.) ",South,6D Brianwood La. ,"SARAH Seneca Residential Svcs, Inc.) "
"7 Lyda Drive (Marrakech, Inc.) ",South,7 Lyda Drive ,"Marrakech, Inc.) "
7 Savi Avenue (The Arc Eastern Connecticut) ,South,7 Savi Avenue ,The Arc Eastern Connecticut) 
"7 Woodland Road (NERS, Inc.)  ",South,7 Woodland Road ,"NERS, Inc.)  "
"70 Trumbull Street (RMS Development, Inc.) ",South,70 Trumbull Street ,"RMS Development, Inc.) "
71 Harbor Road (The Arc Eastern Connecticut) ,South,71 Harbor Road ,The Arc Eastern Connecticut) 
72 Fiske Lane (Robin's Nest Intergenerational Daycare),South,72 Fiske Lane ,Robin's Nest Intergenerational Daycare)
"729 Montauk Avenue (Sunrise Northeast, Inc.)   ",South,729 Montauk Avenue ,"Sunrise Northeast, Inc.)   "
74 Fogarty Road (Key Human Services) ,South,74 Fogarty Road ,Key Human Services) 
751 North Road (DDS Public Programs),South,751 North Road ,DDS Public Programs)
"76 Alexander Drive (Midstate ARC, Inc.) ",South,76 Alexander Drive ,"Midstate ARC, Inc.) "
"79 North High Street (SARAH Tuxis Residential Svcs, Inc.) ",South,79 North High Street ,"SARAH Tuxis Residential Svcs, Inc.) "
"8 Cliff Drive (SARAH Tuxix Residential Services, Inc.)   ",South,8 Cliff Drive ,"SARAH Tuxix Residential Services, Inc.)   "
8 Marion Road (ECDC) ,South,8 Marion Road ,ECDC) 
8 Stone Ridge Road (The Caring Community)  ,South,8 Stone Ridge Road ,The Caring Community)  
"80 Cheshire Road (RMS Development, Inc.)  ",South,80 Cheshire Road ,"RMS Development, Inc.)  "
80 Holton Road (DDS),South,80 Holton Road ,DDS)
"801 Woodin Street (Kennedy Center, Inc.) ",South,801 Woodin Street ,"Kennedy Center, Inc.) "
"803 Congdon Street (Community Residences, Inc.) ",South,803 Congdon Street ,"Community Residences, Inc.) "
81 Glennwood Road (ECDC) ,South,81 Glennwood Road ,ECDC) 
810 East Street (MOSAIC) ,South,810 East Street ,MOSAIC) 
82 Chesterfield Road (The Arc Eastern Connecticut) ,South,82 Chesterfield Road ,The Arc Eastern Connecticut) 
"83 Burnham Road (Whole Life, Inc.) ",South,83 Burnham Road ,"Whole Life, Inc.) "
833 Rt. 32 (The Caring Community),South,833 Rt. 32 ,The Caring Community)
"85 Englewood Drive (Marrakech, Inc.)  ",South,85 Englewood Drive ,"Marrakech, Inc.)  "
"85 Kirk Road (Midstate ARC, Inc.) ",South,85 Kirk Road ,"Midstate ARC, Inc.) "
"85 Putters Drive (RMS Development, Inc.) ",South,85 Putters Drive ,"RMS Development, Inc.) "
"86 Pond Hill (RMS Development, Inc.)  ",South,86 Pond Hill ,"RMS Development, Inc.)  "
