TTE Fac ID,Record ID,Company name,Parent Company,Company owner,Create Date,Phone Number,Last Activity Date,City,Country/Region,Industry,Visit 1 Date,Visit 2 Date,Visit Number,Total Visits,TTE FacID,Nursing Station Number,Location Type,State/Region,Primary Identifier
5973,7609209779,SOUTHERN CONCEPTS - GRANBURY,,,2022-01-06 09:40,8175736922,,GRANBURY,United States,Automotive Service & Collision Repair,,,,,,,,TX,Client
7753,7611914104,ASSURED QUALITY CARE SERVICES,,Nanette Wrobel,2022-01-06 09:40,9364140988,2022-09-30 10:07,HOUSTON,United States,Healthcare Services,,,,,,,,TX,Client
2497,7613309286,PEOPLE CARE FOSTER- CF ON  5TH,,Jose Polanco,2022-01-06 09:40,9158437773,2023-05-08 13:13,EL PASO,United States,,,,,,,,,TX,Client
2663,7608717828,CHAI DALLAS (TX),,Kristi Torres,2022-01-06 09:40,,2023-12-28 12:00,DALLAS,,,,,,,,,,TX,Client
292205,7613436679,THRIVE - 01,,Casey Cushman,2022-01-06 09:40, +1 864-679-0220,2023-05-03 16:31,MAULDIN,United States,Non-Profit & Charitable Organizations,,,,,,,Agency,SC,Client
392007,7612081203,COMMUNITY HOPE -NO DH- (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,9734630595,2023-08-01 14:49,PARSIPPANY,United States,Civic & Social Organization,,,,,,,,NJ,Client
396061,7611958872,DURAND (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40,8568450666,, -,United States,,,,,,,,,NJ,Client
2525,7611996331,CHRISTIAN LIFE RESIDENTIAL,,,2022-01-06 09:40,,,MALAKOFF,United States,"Internet Service Providers, Website Hosting & Internet-related Services",,,,,,,,TX,Client
182110,7613309285,INITIAL INDEPENDENCE (OH),,TJ Drudi,2022-01-06 09:40,6362444897,2023-08-01 11:38,JACKSON,United States,Healthcare Services,,,,,,,,OH,Client
412140,7613484857,AUSTIN SPECIAL (IL*STE*),,TJ Drudi,2022-01-06 09:40,7732829992,2024-01-29 17:42,CHICAGO,United States,Non-Profit & Charitable Organizations,2024-01-24,,,1,,,,IL,Client
2478,7613409892,MHMR CONCHO VALLEY,,,2022-01-06 09:40,3256587750,,SAN ANGELO,United States,Hospital & Health Care,,,,,,,,TX,Client
2415,7613354775,THE CENTER,,,2022-01-06 09:40,7135258400,,HOUSTON,United States,Organizations,,,,,,,,TX,Client
2636,7613768354,BERRY FAMILY SERVICES,,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,9724124707,2023-03-01 10:05,ROWLETT,United States,Hospital & Health Care,,,,,,,,TX,Client
185102,7608223119,CAREGIVER - OHIO,,TJ Drudi,2022-01-06 09:40,,,COLUMBUS,United States,Non-Profit & Charitable Organizations,,,,,,,,OH,Client
5262,7611239016,CAREGIVER - WACO,,Kristi Torres,2022-01-06 09:40,817-447-2700,2023-10-25 09:36,WACO,United States,Hospital & Health Care,,,,,,,,TX,Client
392013,7612081202,LIFE OPPORTUNITIES (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40, +1 201-689-1128,2024-01-17 10:00,RIDGEWOOD,United States,Organizations,2023-10-31,,,,,,,NJ,Client
392026,7611939213,WEST BERGEN (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,2014443550,2023-03-31 11:21,RIDGEWOOD,United States,Hospitals & Physicians Clinics,,,,,,,,NJ,Client
175101,7609209776,DSA - ANDERSON (IN),,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40, +1 317-477-0093,2023-02-17 13:13,ANDERSON,United States,Hospital & Health Care,,,,,,,,IN,Client
2627,7613309284,Mission Road Ministries - Hands On Program *NO DH*,7657375042,Nanette Wrobel,2022-01-06 09:40,2103342404,2023-09-12 11:00,SAN ANTONIO,United States,Non-Profit Organization Management,,,,,,,,TX,Client
2673,7611939212,BORDER REGION *NO DH* (TX),,,2022-01-06 09:40,9567943042,2022-10-25 13:56,LAREDO,United States,Hospital & Health Care,,,,,,,,TX,Client
7232,9072922396,CALAB - SAN ANTONIO,,,2022-01-06 09:40,(877) 929-0687,2023-12-12 11:00,Cambridge,United States,Technology,,,,,,,,Massachusetts,Client
2492,7657993307,Advantage Care Services,,Deb Maloy,2022-01-06 09:40,210-641-9883,2024-01-09 11:00,FREDERICKSBURG,United States,Hospitals & Physicians Clinics,,,,,,,,TX,Client
112115,7613768352,SOUTHWEST CENTER (KY),,Jess Jacobs,2022-01-06 09:40,(502) 935-1848,2023-11-15 12:14,LOUISVILLE,United States,Organizations,,,,,,,,KY,Client
412155,7613281685,APOSTOLIC CHRISTIAN GH (IL),,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,,2024-01-24 15:03,MORTON,,,,,,,,,,,Client
102007,7611239015,OPEN ARMS CARE (TN),7658020686,Adam Chittam,2022-01-06 09:40,8655394439,2024-01-02 12:04,MEMPHIS,United States,Hospital & Health Care,,,,,,,,TN,Client
396045,7611865973,CFG --NO DAYHAB-- (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40,(856) 797-4800,,CAMDEN,United States,Hospitals & Physicians Clinics,,,,,,,,NJ,Client
412108,7611914101,AVANCER HOMES (IL) *STE*,,TJ Drudi,2022-01-06 09:40, +1 815-784-2594,2024-01-23 18:37,GENOA,United States,Management Consulting,,,,,,,,IL,Client
105201,7613382771,OMNI VISION WEST (TN) (NO DH),,,2022-01-06 09:40,6158325454,,JACKSON,United States,,,,,,,,,TN,Client
392008,7609209775,PILLAR CARE CONTINUUM (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,,2023-02-14 06:19,LIVINGSTON,United States,,,,,1,,,,NJ,Client
6753,7613528074,LIFE CHOICES - LAREDO EN/SP,,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40, +1 888-316-4506,2023-03-09 16:15,LAREDO,United States,Hospital & Health Care,,,,,,,,TX,Client
412149,9072934815,NEW STAR *NO DH* (STE -IL),,TJ Drudi,2022-01-06 09:40, +1 708-755-8030,2024-01-22 19:35,CRETE,United States,Healthcare Services,,,,,,,,IL,Client
392016,7610773309,NEW CONCEPTS FOR LIVING (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,2018433427,2024-01-05 12:30,ROCHELLE PARK,United States,Consumer Services,2023-08-28,,,1,,,,NJ,Client
2619,7657426274,DOWN HOME RANCH,,Jose Polanco,2022-01-06 09:40,512-619-7239,2022-08-26 10:00,ELGIN,United States,Non-Profit Organization Management,,,,,,,,TX,Client
2657,7612081198,MERIDIAN LIVING CENTER,,Jess Jacobs,2022-01-06 09:40,,2023-08-29 08:44,STAFFORD,,,,,,,,,,TX,Client
392030,7609209773,AMIB (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,7322620082,2024-01-17 10:00,BRICK,United States,Individual & Family Services,,,,,,,,NJ,Client
412701,7610949183,UCP SEGUIN CENTRAL (IL*STE*),,TJ Drudi,2022-01-06 09:40,7082224255,2024-01-04 14:43,CICERO,United States,Non-Profit & Charitable Organizations,,,,,,,,IL,Client
392005,7613528073,CAFS (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,2012612800,2023-11-09 14:29,PARAMUS,United States,Non-Profit & Charitable Organizations,2023-10-19,,,,,,,NJ,Client
292210,7609209772,CHARLESTON - 16,,Casey Cushman,2022-01-06 09:40,8438055800,2024-01-11 13:40,Charleston,United States,Healthcare Services,2023-05-19,2023-07-14,,2,,,Agency,SC,Client
396047,7608223118,OAKS INTEG - COLES RUN (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40, +1 800-963-3377,2023-11-20 11:07, -,United States,Non-Profit & Charitable Organizations,,,,,,,,NJ,Client
7104,7611914100,DRACO - AUSTIN,,,2022-01-06 09:40, +1 512-891-8285,2023-10-24 17:17,AUSTIN,United States,Hospitals & Physicians Clinics,,,,,,,,TX,Client
5280,7610773308,CAREGIVER - CARROLLTON,,Marc Altholz,2022-01-06 09:40,6827072742,2024-01-11 08:39,CARROLLTON,United States,Hospital & Health Care,,,,,,,,TX,Client
2670,7611939208,COMMUNITY CHOICE/AUSTIN,,,2022-01-06 09:40,(413) 583-6192,,AUSTIN,United States,,,,,,,,,TX,Client
4227,7608717824,LAKES REGIONAL - ELLIS COUNTY,,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,9725244159,2023-04-01 10:18,WAXAHACHIE,United States,Hospitals & Physicians Clinics,,,,,,,,TX,Client
292216,7609744749,HORRY COUNTY - 21,,Casey Cushman,2022-01-06 09:35, +1 843-347-3010,2023-12-19 12:00,CONWAY,United States,Healthcare Services,2023-06-15,,,1,,,Agency,SC,Client
512151,7613483045,TOBOSA DEVELOPMNTL-NO DH (NM),,,2022-01-06 09:35,5056241025,,ROSWELL,United States,Media & Internet,,,,,,,,NM,Client
252015,7610771869,HIGHER LIVING (GA) (NO DH),,Adam Chittam,2022-01-06 09:35,(828) 244-8512,,WARRENTON,United States,,,,,,,,,GA,Client
112139,7608715898,DAY SPRING BAXTER (KY),7657951329,Jose Polanco,2022-01-06 09:35,5026365990,2023-11-15 12:32,LOUISVILLE,United States,Government Administration,,,,,,,,KY,Client
412160,7611912769,RAY GRAHAM (IL*STE*),,TJ Drudi,2022-01-06 09:35,6306202222,2023-12-21 16:46,ELMHURST,United States,Non-Profit & Charitable Organizations,,,,,,,,IL,Client
112121,7613766665,CEDAR LAKE RESIDENCES (KY),,Jose Polanco,2022-01-06 09:35,5024255323,2023-11-15 12:35,LOUISVILLE,United States,Hospital & Health Care,,,,,,,,KY,Client
182126,7610947252,OHIO VALLEY RES SER(OVRS),,TJ Drudi,2022-01-06 09:35,5132816800,2024-01-23 13:40,CINCINNATI,United States,,,,,,,,,OH,Client
412112,7611957622,SHORE EAST/ICF (IL*STE*),,TJ Drudi,2022-01-06 09:35,8479822030,2024-01-31 10:11,EVANSTON,United States,Civic & Social Organization,,,,,,,,IL,Client
412116,7609207959,GARDEN CENTER SERVICE(IL*STE*),,TJ Drudi,2022-01-06 09:35,7086360054,2024-01-29 17:54,BURBANK,United States,Education,2024-01-18,,,1,,,,IL,Client
376007,7611912767,VOA (PA-S),,Adrian Brown (Deactivated User),2022-01-06 09:35,8568544660,, -,United States,Fund-Raising,,,,,,,,PA,Client
292215,7612079398,GEORGETOWN DDSM - 21,,Casey Cushman,2022-01-06 09:35,8435468228,2023-08-17 13:27,GEORGETOWN,United States,Education,2023-04-27,,,2,,,Agency,SC,Client
372055,7613280293,DELTA COMM LIVING (PA-S),,Adrian Brown (Deactivated User),2022-01-06 09:35,2158876300,2023-10-04 13:30,WARMINSTER,United States,Civic & Social Organization,2023-01-19,2023-05-25,,1,,,,PA,Client
2533,7613552302,ANCHOR HABILITATION,,,2022-01-06 09:35,(425) 882-8080,,CORPUS CHRISTI,United States,Database & File Management Software,,,,,,,,TX,Client
392037,7613526146,BANCROFT - BRICK (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:35,8007745516,2024-01-17 10:00,BRICK,United States,Individual & Family Services,,,,,,,,NJ,Client
412103,7608715876,ABRA (IL)- NO DAYHAB *STE*,,TJ Drudi,2022-01-06 09:35,(203) 614-5600,,SHELDON,United States,"Internet Service Providers, Website Hosting & Internet-related Services",,,,,,,,IL,Client
412129,7613380974,MARCFIRST (IL) (NO DAYHAB),,TJ Drudi,2022-01-06 09:35,3094518888,2024-01-23 12:09,NORMAL,United States,Individual & Family Services,,,,,,,,IL,Client
412143,7613526144,RCAP ENTERPRISES (IL),,TJ Drudi,2022-01-06 09:35,(301) 704-0032,,CHILLICOTHE,United States,Non-Profit & Charitable Organizations,,,,,,,,IL,Client
1212,7613552292,KENMAR - ABILENE,,,2022-01-06 09:35, +1 512-257-0031,2022-11-10 10:39,ABILENE,United States,Hospital & Health Care,,,,,,,,TX,Client
252009,7611937715,Salt Lake Regional Medical Center,,,2022-01-06 09:35,801-201-9823,,Sandy,United States,Holding Companies & Conglomerates,,,,,,,,UT,Client
2438,7610947245,CSP HEALTH SERVICES,,,2022-01-06 09:35,,,DUNCANVILLE,,"Internet Service Providers, Website Hosting & Internet-related Services",,,,,,,,TX,Client
