Email,Provider Name,Address,City,State,Zip,County,Phone,Services,Location Type
preauthorizations@lifetimewithcyrus.com,Friends of Cyrus II Inc.,505 Thornall St Ste 305,Edison,NJ,"	08837",Middlesex,732.239.9162 x 0,"Assistive Technology,Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Individual Supports,Interpreter Services,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin
preauthorizations@lifetimewithcyrus.com,Friends of Cyrus II Inc.,175 Tuckerton Road,Medford,NJ,"	08055",Burlington,,"Day Habilitation,Transportation",Service Delivery
preauthorizations@lifetimewithcyrus.com,Friends of Cyrus II Inc.,36 Trenton Lakewood Rd,Millstone Township,NJ,"	08510",Monmouth,201.909.8787 x 0,"Day Habilitation,Transportation",Service Delivery
preauthorizations@lifetimewithcyrus.com,Friends of Cyrus II Inc.,180 Carranza Rd,Tabernacle,NJ,"	08088",Burlington,201.909.8787 x 0,"Day Habilitation,Transportation",Service Delivery
graceexcellencycare@gmail.com,"Grace Excellency Care, LLC","2066 Millburn Avenue,Suite 102",Maplewood,NJ,"	07040",Essex,973.313.1700 x 0,"Assistive Technology,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Individual Supports,Interpreter Services,Natural Supports Training,PERS,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
njbilling@h2hhc.com,Heart to Heart Home Care,"576 Central Avenue,Suite 301",East Orange,NJ,"	07018",Essex,973.678.5500 x 0,"Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Individual Supports,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
njbilling@h2hhc.com,Heart to Heart Home Care,433 Woodbury Glassboro Rd,Sewell,NJ,"	08080",Gloucester,973.678.5500 x 0,Day Habilitation,Service Delivery
SupportsProgram@hollydell.org,HollyDell Inc.,2384 E. Landis Avenue,Vineland,NJ,"	08361",Cumberland,856.582.5151 x 0,"Day Habilitation,Prevocational Training",Service Delivery
SupportsProgram@hollydell.org,HollyDell Inc.,51 Charles III Drive,Glassboro,NJ,"	08028",Gloucester,856.582.5151 x 0,"Day Habilitation,Prevocational Training,Transportation",Service Delivery
SupportsProgram@hollydell.org,HollyDell Inc.,11 Park Place Boulevard,Sewell,NJ,"	08080",Gloucester,,"Assistive Technology,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgram@hollydell.org,HollyDell Inc.,328B North Broadway,Pennsville,NJ,"	08070",Salem,,"Assistive Technology,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgram@hollydell.org,HollyDell Inc.,303 Hollydell Dr,Hurffville,NJ,"	08080",Gloucester,856.307.0323 x 402,"Assistive Technology,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgram@hollydell.org,HollyDell Inc.,610 Hollydell Drive,Hurffville,NJ,"	08080",Gloucester,,"Assistive Technology,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
HCS@hopechristian.org,Hope Christian Services,700 Mountain Avenue,Wyckoff,NJ,"	07481",Bergen,,"Day Habilitation,Individual Supports,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy",Admin/Service Delivery
jschwartz@thehudsonhillgroup.com,Hudson Hill Group,"148 East 5th Street,Bldg 7A",Bayonne,NJ,"	07002",Hudson,,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Individual Supports,Occupational Therapy,Respite,Speech, Language & Hearing Therapy,Transportation",Admin/Service Delivery
hudson.milestones@hudsonmilestones.org,Hudson Milestones,355 Clendenny Avenue,Jersey City,NJ,"	07304",Hudson,201.434.7783 x 0,Day Habilitation,Service Delivery
hudson.milestones@hudsonmilestones.org,Hudson Milestones,365-381 Clendenny Avenue,Jersey City,NJ,"	07304",Hudson,201.434.7783 x 0,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Day Habilitation,Respite,Transportation",Admin/Service Delivery
info@innovativelifenj.org,Innovative Life of New Jersey,1900 Mount Holly Rd Ste 600A,Burlington,NJ,"	08016",Burlington,301.270.4750 x 0,"Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
supportsprogram@jespy.org,Jespy House,110 Irvington Avenue,South Orange,NJ,"	07079",Essex,973.769.6909 x 343,"Community Based Supports,Day Habilitation,Prevocational Training",Service Delivery
supportsprogram@jespy.org,Jespy House,2168 Millburn Ave,Maplewood,NJ,"	07040",Essex,973.762.6909 x 343,Day Habilitation,Service Delivery
supportsprogram@jespy.org,Jespy House,102 Prospect Street,South Orange,NJ,"	07079",Essex,973.762.6909 x 343,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Supported Employment - Individual,Transportation",Admin/Service Delivery
supportsprogram@jespy.org,Jespy House,111 Milligan Place,South Orange,NJ,"	07079",Essex,973.762.6909 x 343,"Behavioral Supports,Community Based Supports",Service Delivery
InfoDDD@j-add.org,Jewish Association for Developmental Disabilities,"50 Eisenhower Drive,Suite 202",Paramus,NJ,"	07652",Bergen,,"Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Individual Supports,Natural Supports Training,PERS,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
Spnjfcs@Jfedsnj.Org,Jewish Federation of Southern NJ,1301 Springdale Rd,Cherry Hill,NJ,"	08003",Camden,856.424.1333 x 0,"Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
Spnjfcs@Jfedsnj.Org,Jewish Federation of Southern NJ,1721 Springdale Road,Cherry Hill,NJ,"	08003",Camden,856.424.1333 x 0,Day Habilitation,Service Delivery
info@jsddmetrowest.org,Jewish Services for the DD,310 Eisenhower Parkway,Livingston,NJ,"	07039",Essex,973.325.1494 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Interpreter Services,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Transportation",Admin/Service Delivery
info@jsddmetrowest.org,Jewish Services for the DD,622 Eagle Rock Avenue,West Orange,NJ,"	07052",Essex,973.272.7141 x 0,"Career Planning,Community Based Supports,Community Inclusion Services,Interpreter Services,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy",Service Delivery
cshannon@kasefacarellc.com,Kasefa Care LLC,"5 Franklin Avenue,Suite G-5",Belleville,NJ,"	07109",Essex,,"Assistive Technology,Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Interpreter Services,Natural Supports Training,Occupational Therapy,PERS,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Supports Brokerage,Transportation",Admin/Service Delivery
admin@kelschnj.com,"Kelsch Associates, Inc.",335 Glassboro Rd,Woodbury Heights,NJ,"	08097",Gloucester,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
admin@kelschnj.com,"Kelsch Associates, Inc.",335 Glassboro Rd,Woodbury Heights,NJ,"	08097",Gloucester,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
admin@kelschnj.com,"Kelsch Associates, Inc.",764 Cuthbert Road,Cherry Hill,NJ,"	08002",Camden,856.456.2022 x 0,Day Habilitation,Service Delivery
admin@kelschnj.com,"Kelsch Associates, Inc.",300 N. Black Horse Pike,Williamstown,NJ,"	08094",Gloucester,856.456.2022 x 0,Day Habilitation,Service Delivery
admin@kelschnj.com,"Kelsch Associates, Inc.",19 E. Center Street,Woodbury,NJ,"	08096",Gloucester,856.456.2022 x 0,"Day Habilitation,Transportation",Service Delivery
ffs@keystonecomliving.com,Keystone Community Living Inc.,154 Front Street,South Plainfield,NJ,"	07080",Middlesex,,"Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Transportation",Admin/Service Delivery
NJ-Auth@keycommres.com,Keystone Community Resources,628 Genet Street,Scranton,PA,"	18505",Out Of State,570.702.8000 x 0,"Day Habilitation,Prevocational Training",Service Delivery
NJ-Auth@keycommres.com,Keystone Community Resources,503 Lackawanna Avenue,Scranton,PA,"	18503",Out Of State,570.702.8000 x 0,"Day Habilitation,Prevocational Training",Service Delivery
NJ-Auth@keycommres.com,Keystone Community Resources,921 Penn Avenue,Scranton,PA,"	18509",Out Of State,570.702.8000 x 0,"Day Habilitation,Prevocational Training",Service Delivery
NJ-Auth@keycommres.com,Keystone Community Resources,1729 Pittston Avenue,Scranton,PA,"	18505",Out Of State,570.702.8000 x 0,"Day Habilitation,Prevocational Training",Service Delivery
NJ-Auth@keycommres.com,Keystone Community Resources,2100 Rt. 6 &amp; 11,La Plume,PA,"	18440",Out Of State,570.702.8000 x 0,"Day Habilitation,Prevocational Training",Service Delivery
NJ-Auth@keycommres.com,Keystone Community Resources,1501 Sanderson Avenue,Scranton,PA,"	18508",Out Of State,570.702.8000 x 0,"Day Habilitation,Prevocational Training",Service Delivery
ExecutiveDirector@ladacin.org,Ladacin Network,3500 Sunset Avenue,Wanamassa,NJ,"	07712",Monmouth,,Day Habilitation,Service Delivery
ExecutiveDirector@ladacin.org,Ladacin Network,1100 Airport Road,Lakewood,NJ,"	08701",Ocean,,"Day Habilitation,Respite",Service Delivery
ExecutiveDirector@ladacin.org,Ladacin Network,170 North Oberlin Avenue,Lakewood,NJ,"	08701",Ocean,732.493.5900 x 245,Day Habilitation,Service Delivery
ExecutiveDirector@ladacin.org,Ladacin Network,1703 Kneely Blvd,Ocean,NJ,"	07712",Monmouth,732.493.5900 x 245,"Assistive Technology,Community Based Supports,Community Inclusion Services,Individual Supports,Occupational Therapy,Physical Therapy,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
gail@lifeopp.org,Life Opportunities Unlimited,"75 North Maple Avenue,Suite 104",Ridgewood,NJ,"	07450",Bergen,,"Community Inclusion Services,Day Habilitation,Prevocational Training,Transportation",Admin/Service Delivery
dddserviceinquiries@matheny.org,Matheny Medical and Educational,"216 US Hwy 206,Valley Park Plaza",Hillsborough,NJ,"	08844",Somerset,908.234.0011 x 1281,"Day Habilitation,Occupational Therapy,Physical Therapy,Speech, Language & Hearing Therapy",Service Delivery
dddserviceinquiries@matheny.org,Matheny Medical and Educational,65 Highland Avenue,Peapack,NJ,"	07977",Somerset,908.234.0011 x 1281,"Assistive Technology,Individual Supports,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy",Admin/Service Delivery
debbora.bergman@neurorestorative.com,Mentor ABI,"8008 Rte. 130 North,Bldg. C",Delran,NJ,"	08075",Burlington,,"Cognitive Rehabilitation,Day Habilitation,Individual Supports,Occupational Therapy,Physical Therapy,Speech, Language & Hearing Therapy",Admin/Service Delivery
NJauthorizations@merakey.org,Merakey,1182 Hedding Road,Columbus,NJ,"	08022",Burlington,,Individual Supports,Service Delivery
NJauthorizations@merakey.org,Merakey,105 Evesboro Medford Rd Ste H,Marlton,NJ,"	08053",Burlington,856.797.1250 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group",Admin/Service Delivery
MASINFO@midlandschool.org,Midland Adult Services,580 Old York Road,Branchburg,NJ,"	08876",Somerset,908.722.8222 x 0,"Career Planning,Day Habilitation,Prevocational Training",Service Delivery
MASINFO@midlandschool.org,Midland Adult Services,94 Readington Rd,Branchburg,NJ,"	08876",Somerset,908.722.8222 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Natural Supports Training,PERS,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
admin@momcareservices.com,Momcares Grouphome,260 Wildflower Lane,Hillsborough,NJ,"	08844",Somerset,603.233.6924 x 0,"Behavioral Supports,Community Based Supports,Individual Supports",Admin/Service Delivery
nipdsupports@yai.org,National Institute for People with Disabilities of NJ,45 Whitney Rd Second Floor,Mahwah,NJ,"	07430",Bergen,201.750.0509 x 1122,"Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Interpreter Services,Natural Supports Training,Occupational Therapy,PERS,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Support Coordination,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
nipdsupports@yai.org,National Institute for People with Disabilities of NJ,North 1600 Valley Road,Montvale,NJ,"	07645",Bergen,201.750.0509 x 1122,Prevocational Training,Service Delivery
nipdsupports@yai.org,National Institute for People with Disabilities of NJ,11 Technology Drive North,Warren,NJ,"	07059",Somerset,201.750.0509 x 1122,Prevocational Training,Service Delivery
nipdsupports@yai.org,National Institute for People with Disabilities of NJ,Knoll Drive,Lake Hiawatha,NJ,"	07034",Morris,201.750.0509 x 1122,Prevocational Training,Service Delivery
cherryoakley@neighbours-inc.com,Neighbours Inc,49 Woodbridge Avenue,Highland Park,NJ,"	08904",Middlesex,609.275.0606 x 0,"Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Interpreter Services,Natural Supports Training,Prevocational Training,Supported Employment - Individual,Supports Brokerage,Transportation",Service Delivery
cherryoakley@neighbours-inc.com,Neighbours Inc,"3490 US Route 1 North,Unit 7A",Princeton,NJ,"	08540",Mercer,609.275.0606 x 0,Support Coordination,Admin
newcarehp@gmail.com,"New Care Health Partners, LLC","7 Glenwood Avenue,Suite 414D",East Orange,NJ,"	07017",Essex,201.463.5900 x 0,"Behavioral Supports,Community Based Supports,Individual Supports,Occupational Therapy,Physical Therapy,Respite,Speech, Language & Hearing Therapy",Admin
service@ncfl.net,"New Concepts for Living, Inc",68 A West Passaic Street,Rochelle Park,NJ,"	07662",Bergen,201.843.3427 x 0,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Day Habilitation,Supported Employment - Individual,Transportation",Admin/Service Delivery
billing@nhautism.org,New Horizons In Autism,906 Route 33 East,Freehold,NJ,"	07728",Monmouth,,"Assistive Technology,Behavioral Supports,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
billing@nhautism.org,New Horizons In Autism,1808 Route 37,Toms River,NJ,"	08753",Ocean,,"Day Habilitation,Prevocational Training",Service Delivery
billing@nhautism.org,New Horizons In Autism,22 Hyers Street&nbsp;&nbsp;&nbsp;,Toms River,NJ,"	08753",Ocean,,"Behavioral Supports,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
billing@nhautism.org,New Horizons In Autism,285 Ridge Road,Dayton,NJ,"	08810",Middlesex,,"Behavioral Supports,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
billing@nhautism.org,New Horizons In Autism,29 Church Street,Ramsey,NJ,"	07446",Bergen,,"Behavioral Supports,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
SupportsProgramCohort@njid.org,New Jersey Institute for Disabilities Inc.,61 Suttons Lane,Piscataway,NJ,"	08854",Middlesex,,"Assistive Technology,Behavioral Supports,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgramCohort@njid.org,New Jersey Institute for Disabilities Inc.,311 South Main Street,Barnegat,NJ,"	08005",Ocean,,"Assistive Technology,Behavioral Supports,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgramCohort@njid.org,New Jersey Institute for Disabilities Inc.,101 Austin Avenue,Iselin,NJ,"	08830",Middlesex,,"Assistive Technology,Behavioral Supports,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgramCohort@njid.org,New Jersey Institute for Disabilities Inc.,40 Markley Street,Port Reading,NJ,"	07064",Middlesex,,"Assistive Technology,Behavioral Supports,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy,Transportation",Service Delivery
SupportsProgramCohort@njid.org,New Jersey Institute for Disabilities Inc.,951 Old Freehold Road,Toms River,NJ,"	08753",Ocean,,"Assistive Technology,Behavioral Supports,Community Based Supports,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Speech, Language & Hearing Therapy,Transportation",Service Delivery
nimacareservices@gmail.com,Nima Care Supported Living LLP,781 Hamilton Street,Somerset,NJ,"	08873",Somerset,732.325.7714 x 0,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Individual Supports,Respite",Admin/Service Delivery
housing@njcdc.org,NJ Community Development Corp,32 Spruce Street,Paterson,NJ,"	07509",Passaic,,"Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
DDD_FFS@oaksintcare.org,Oaks Integrated Care,19 E. Ormond Avenue,Cherry Hill,NJ,"	08034",Camden,x 0,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Natural Supports Training,Respite,Transportation",Service Delivery
deborah.wolff@oaksintcare.org,Oaks Integrated Care,79A Chestnut Street,Lumberton,NJ,"	08048",Burlington,609.267.5928 x 99850,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
OTCBCintake@otcbc.org,Occupational Training Center Of Burlington County,2 Manhattan Street,Burlington,NJ,"	08016",Burlington,609.267.6677 x 0,"Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
OTCBCintake@otcbc.org,Occupational Training Center Of Burlington County,"1003 Lincoln Drive West, Suite C",Marlton,NJ,"	08053",Burlington,,Day Habilitation,Service Delivery
OTCBCintake@otcbc.org,Occupational Training Center Of Burlington County,1880 Route 38,Southampton,NJ,"	08088",Burlington,,Day Habilitation,Service Delivery
OTCBCintake@otcbc.org,Occupational Training Center Of Burlington County,15 Roland Ave,Mount Laurel,NJ,"	08054",Burlington,,Day Habilitation,Service Delivery
OTCBCintake@otcbc.org,Occupational Training Center Of Burlington County,"2 Manhattan Street, Suite B",Burlington,NJ,"	08016",Burlington,,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,76 Floral Ave,Murray Hill,NJ,"	07974",Union,908.464.8008 x 0,"Assistive Technology,Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Natural Supports Training,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
njispnotifications@devereux.org,Our House Inc.,260 Broadway,Newark,NJ,"	07104",Essex,908.464.8008 x 0,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,120 Finderne Avenue,Bridgewater,NJ,"	08807",Somerset,908.464.8008 x 0,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,881 West Ave,Port Reading,NJ,"	07064",Middlesex,908.464.8008 x 0,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,120 Finderne Ave,Bridgewater,NJ,"	08807",Somerset,,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,271 W. Northfield Road,Livingston,NJ,"	07039",Essex,,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,330 Central Avenue,New Providence,NJ,"	07974",Union,908.464.8008 x 0,Day Habilitation,Service Delivery
supports@ourhousenj.org,Our House Inc.,40 Whitenack Road,Basking Ridge,NJ,"	07920",Somerset,908.464.8008 x 0,Day Habilitation,Service Delivery
mvernamonti@pafacom.org,PAFACOM Inc.,1301 W Forest Grove Rd Bldg. 3C,Vineland,NJ,"	08360",Cumberland,,"Career Planning,Day Habilitation,Prevocational Training,Supported Employment - Individual,Transportation",Admin/Service Delivery
mvernamonti@pafacom.org,PAFACOM Inc.,"3722 East Landis Avenue, Suite A",Vineland,NJ,"	08361",Cumberland,,"Day Habilitation,Transportation",Service Delivery
cpegeron@khs.org,Partnerships For People,60 Walnut Ave Ste 300,Clark,NJ,"	07066",Union,973.467.9808 x 114,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Natural Supports Training,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
supports@pennreach.org,PennReach,18 South Main Street,Allentown,NJ,"	08501",Monmouth,732.963.4523 x 0,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Individual Supports,Transportation",Admin/Service Delivery
ffs@thepilotservices.org,Personalized Independent Living Opportunities and Training Services,283 Jackson Road,Berlin,NJ,"	08009",Camden,856.809.0600 x 0,Individual Supports,Service Delivery
ffs@thepilotservices.org,Personalized Independent Living Opportunities and Training Services,289 Jackson Road,Berlin,NJ,"	08009",Camden,856.809.0600 x 0,"Community Inclusion Services,Prevocational Training,Supported Employment - Small Group,Transportation",Admin/Service Delivery
ffs@thepilotservices.org,Personalized Independent Living Opportunities and Training Services,943 Little Gloucester Road,Clementon,NJ,"	08021",Camden,856.809.0600 x 0,"Community Inclusion Services,Day Habilitation,Prevocational Training,Supported Employment - Small Group,Transportation",Service Delivery
ffs@thepilotservices.org,Personalized Independent Living Opportunities and Training Services,6638 Delilah Road,Egg Harbor Township,NJ,"	08234",Atlantic,856.809.0600 x 0,"Community Inclusion Services,Day Habilitation,Prevocational Training,Supported Employment - Small Group,Transportation",Service Delivery
contact@platinumhearts.org,Platinum Hearts,808 Prospect Ave.,Milltown,NJ,"	08850",Middlesex,862.772.1805 x 0,"Community Based Supports,Community Inclusion Services,Individual Supports,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
premiersupports@sevitahealth.com,"Premier Supports, LLC",100 Randolph Road,Somerset,NJ,"	08873",Somerset,512.628.1553 x 0,Day Habilitation,Service Delivery
premiersupports@sevitahealth.com,"Premier Supports, LLC",155 Pierce Street,Somerset,NJ,"	08873",Somerset,732.627.9890 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Natural Supports Training,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin
FFS@pcdi.org,Princeton Child Development Institute,300 Cold Soil Road,Princeton,NJ,"	08540",Mercer,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
plans@qmainc.com,"QMANJ, Inc.",700 Cinnaminson Avenue Building B,Palmyra,NJ,"	08065",Burlington,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Supported Employment - Individual,Transportation",Service Delivery
plans@qmainc.com,"QMANJ, Inc.","9 East Stow Road,Suite A",Marlton,NJ,"	08053",Burlington,,Day Habilitation,Service Delivery
plans@qmainc.com,"Quality Management Associates, Inc.","700 Cinnaminson Avenue,Building A",Palmyra,NJ,"	08065",Burlington,856.727.5003 x 0,Individual Supports,Admin/Service Delivery
plans@qmainc.com,"Quality Management Associates, Inc.","9 East Stow Rd.,Suite A",Marlton,NJ,"	08053",Burlington,,Day Habilitation,Service Delivery
info@reednext.com,"Reed Next, Inc",808 Franklin Lake Raod,Franklin Lakes,NJ,"	07417",Bergen,,Day Habilitation,Not Found
info@reednext.com,"Reed Next, Inc",25 Potash Rd,Oakland,NJ,"	07436",Bergen,201.904.2553 x 0,"Assistive Technology,Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
info@reednext.com,"Reed Next, Inc",505 Ramapo Valley Road,Mahwah,NJ,"	07430",Bergen,201.644.0760 x 163,"Assistive Technology,Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
info@reednext.com,"Reed Next, Inc",1 Dekorte Plaza,Lyndhurst,NJ,"	07071",Bergen,201.644.0760 x 163,Day Habilitation,Service Delivery
REMNewJersey@sevitahealth.com,REM-NJ Inc.,43 Newburgh Road,Hackettstown,NJ,"	07840",Warren,732.627.9889 x 0,Day Habilitation,Service Delivery
REMNewJersey@sevitahealth.com,REM-NJ Inc.,175 Sparta-Stanhope Road,Andover,NJ,"	07821",Sussex,732.627.9890 x 0,Day Habilitation,Service Delivery
REMNewJersey@sevitahealth.com,REM-NJ Inc.,"6 Terri Lane,Suite 900",Burlington,NJ,"	08016",Burlington,732.627.9890 x 0,Day Habilitation,Service Delivery
REMNewJersey@sevitahealth.com,REM-NJ Inc.,1200 South West Boulevard,Vineland,NJ,"	08360",Cumberland,732.627.9890 x 0,Day Habilitation,Service Delivery
REMNewJersey@sevitahealth.com,REM-NJ Inc.,"43 Newburgh Rd,Suite 5",Hackettstown,NJ,"	07840",Warren,,Day Habilitation,Service Delivery
REMNewJersey@sevitahealth.com,REM-NJ Inc.,80 Cottontail Lane Suite 330,Somerset,NJ,"	08873",Somerset,732.627.9890 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
authorizations@rescare.com,RESCARE,1001 Briggs Rd Ste 200,Mount Laurel,NJ,"	08054",Burlington,,"Assistive Technology,Behavioral Supports,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Respite,Supported Employment - Individual,Transportation",Admin/Service Delivery
tlawson@rescare.com,RESCARE,425 Route 50,Corbin City,NJ,"	08270",Cape May,,Day Habilitation,Service Delivery
authorizations@rescare.com,RESCARE,248 S. New York Road,Galloway,NJ,"	08205",Atlantic,,Day Habilitation,Service Delivery
isp@scarc.org,"SCARC, Inc.",100 Quarry Road,Hamburg,NJ,"	07419",Sussex,973.383.7442 x 0,Day Habilitation,Service Delivery
