Provider Email,Facility Name,Facility ID,Program Type,State Region,HHSC SubOffice,County,Service  Type,Facility  Licensed,Facility Certified,License No,License Effective Date,License Expiration Date,Physical Address,Physical Address CITY,Physical Address State,Physical Address Zipcode,Geo Location,Facility Phone Number,Facility Fax,Medicare Provider Number,Medicaid Provider Number,Total Licensed Capacity,Licensed Only Beds,Medicaid Only Beds,Medicare Only Beds,Medicaid / Medicare Beds,Alzheimer Capacity,ICFIID Beds,Owner_,Type of Entity,Owner Mailing1,Owner Mailing City,Owner Mailing STATE,Owner Mailing Zipcode,Owner PHONE,Owner FAX,Administrator,Management Company_
michael.long@sevitahealth.com,SHELL ROCK LIVING CENTER,7462,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,146417,1/1/2024,1/1/2027,9734 SHELL ROCK,LA PORTE,TX,77571,"29.654423,-95.085129",(713) 475-2228,(713) 472-2212,,,6,0,0,0,0,0,6,DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF HOUSTON LLC,Limited Liability Company (LLC),468 HALLE PARK DR,COLLIERVILLE,TN,38017,(713) 475-2220,(713) 472-2332,MICHEAL LONG,NA
licenses@brightspringhealth.com,FELLOWS BLOCK,3694,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,150259,7/31/2022,7/31/2025,3419 BOCA RATON DRIVE,MISSOURI CITY,TX,77459,"29.568483,-95.540285",(281) 835-9303,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  GULF COAST,FOR-PROFIT CORPORATION,9901 LINN STATION ROAD,LOUISVILLE,KY,40223,(502) 394-2100,(502) 394-2249,JULIE PURCELL,
web@cg-idd.com,FROSTVIEW HOUSE,7218,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,148939,9/1/2022,9/1/2025,7310 FROSTVIEW LN,MISSOURI CITY,TX,77489,"29.600788,-95.496254",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,FROSTVIEW LANE LLC,Limited Liability Company (LLC),820 PARK TWO,SUGAR LAND,TX,77478,(713) 835-0527,(713) 271-8585,LATRANDA THURMOND,
mike@ddmsllc.com,JUDY LIVING CENTER,7346,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,146448,1/1/2022,1/1/2025,2012 JUDY LN,PASADENA,TX,77502,"29.682347,-95.206506",(713) 475-2228,(713) 475-2212,,,6,0,0,0,0,0,6,DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF HOUSTON LLC,Limited Liability Company (LLC),468 HALLE PARK DR,COLLIERVILLE,TN,38017,(713) 475-2220,(713) 472-2332,MICHEAL LONG,NA
,PASADENA COTTAGE,7807,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,GOVERNMENT BASED,NO,YES,,,,2122 WICHITA,PASADENA,TX,77502,"29.680826,-95.178324",(713) 472-3470,,,,6,0,0,0,0,0,6,THE HARRIS CENTER FOR MENTAL HEALTH & IDD,STATE,2850 FANNIN,HOUSTON,TX,77265-5381,(713) 750-5600,,,
,PASADENA COTTAGE B,7818,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,GOVERNMENT BASED,NO,YES,,,,2122 WICHITA,PASADENA,TX,77502,"29.680826,-95.178324",(713) 472-3470,,,,6,0,0,0,0,0,6,THE HARRIS CENTER FOR MENTAL HEALTH & IDD,STATE,2850 FANNIN,HOUSTON,TX,77265-5381,(713) 750-5600,,,
michael.long@sevitahealth.com,PONCA LIVING CENTER,7322,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,146223,1/1/2024,1/1/2027,4314 PONCA STREET,PASADENA,TX,77504,"29.644825,-95.17279",(713) 475-2228,(713) 475-2212,,,6,0,0,0,0,0,6,DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF HOUSTON LLC,Limited Liability Company (LLC),468 HALLE PARK DR,COLLIERVILLE,TN,38017,(713) 475-2220,(713) 472-2332,MICHEAL LONG,NA
mike@ddmsllc.com,SAN JACINTO LIVING CENTER,7336,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,146392,1/1/2022,1/1/2025,2406 SAN JACINTO DR,PASADENA,TX,77502,"29.674633,-95.219126",(713) 475-2228,(713) 475-2212,,,6,0,0,0,0,0,6,DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF HOUSTON LLC,Limited Liability Company (LLC),468 HALLE PARK DR,COLLIERVILLE,TN,38017,(713) 475-2220,(713) 472-2332,MICHEAL LONG,NA
licenses@brightspringhealth.com,GREEN VALLEY HOUSE,7378,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,145400,7/31/2023,7/31/2026,5202 ALAMOSA LN,SPRING,TX,77379,"30.033752,-95.492331",(832) 717-0065,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  GULF COAST,FOR-PROFIT CORPORATION,9901 LINN STATION ROAD,LOUISVILLE,KY,40223,(502) 394-2100,(502) 394-2249,WYNNE WINIFRED FOWLER,
licenses@brightspringhealth.com,PASSION HOUSE,3847,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,149991,7/31/2023,7/31/2026,19110 CANDLETRAIL DRIVE,SPRING,TX,77388,"30.046224,-95.458983",(281) 528-9570,(713) 434-5041,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  GULF COAST,FOR-PROFIT CORPORATION,9901 LINN STATION ROAD,LOUISVILLE,KY,40223,(502) 394-2100,(502) 394-2249,WYNNE WINIFRED FOWLER,
amandap@kenmarhcs.com,SPRING GROUP HOME,3990,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,308233,1/1/2024,1/1/2027,17403 DEER CREEK,SPRING,TEXAS,77379,"30.028184,-95.528313",(281) 370-0716,(281) 617-4266,,,6,0,0,0,0,0,6,AVID COMMUNITY SERVICES TEXAS LLC,Limited Liability Company (LLC),,,,,,,AMANDA PEAKES-TAYLOR,
web@cg-idd.com,CHOCTAW GROUP HOME,105856,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,148002,9/1/2022,9/1/2025,11719 COCONINO LANE,TOMBALL,TX,77377,"30.043757,-95.615514",(800) 299-5161,(817) 447-3033,,45H331,8,0,0,0,0,0,8,UCG CENTRAL TEXAS HOLDINGS LLC,Limited Liability Company (LLC),P.O. BOX 310695,NEW BRAUNFELS,TX,78131-0695,(830) 372-2920,(214) 723-5331,LATRANDA THURMOND,
klusebrink@reachunlimited.org,LIMERICK LANE,3607,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,150085,6/13/2023,6/13/2026,14119 LIMERICK LN,TOMBALL,TX,77375,"30.111436,-95.634817",(281) 351-6612,(281) 357-4680,,,6,0,0,0,0,0,6,REACH UNLIMITED,Nonprofit Organization,11832 MUELLER CEMETERY RDSTE 200,CYPRESS,TX,77429,(281) 213-2582,(281) 213-4545,KRIS LUSEBRINK,
amandap@kenmarhcs.com,TOMBALL HILLS HOME,3986,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,308231,1/1/2024,1/1/2027,31111 STELLA LANE,TOMBALL,TX,77375,"30.113239,-95.641661",(281) 255-8977,(281) 351-5897,,45H407,6,0,0,0,0,0,6,AVID COMMUNITY SERVICES TEXAS LLC,Limited Liability Company (LLC),,,,,,,AMANDA PEAKES-TAYLOR,
klusebrink@reachunlimited.org,WHITE RIVER,3989,ICF/IID,6,UNIT 21 (ICF-IID),HARRIS,PRIVATELY OWNED,YES,YES,148904,1/18/2023,1/18/2026,12335 WHITE RIVER,TOMBALL,TX,77375,"30.043186,-95.607139",(281) 351-9735,(281) 351-9735,,,6,0,0,0,0,0,6,REACH UNLIMITED,Nonprofit Organization,11832 MUELLER CEMETERY RDSTE 200,CYPRESS,TX,77429,(281) 213-2582,(281) 213-4545,KRIS LUSEBRINK,
cmpecot@harmonyliving.com,PINE HAVEN,7427,ICF/IID,4,ICF/IID TEAM,HARRISON,PRIVATELY OWNED,YES,YES,146055,10/1/2023,10/1/2026,2402 PALATO DR,MARSHALL,TX,75670,"32.519424,-94.390449",(903) 935-0468,(903) 295-7394,,,6,0,0,0,0,0,6,"HARMONY LIVING CENTERS, INC",FOR-PROFIT CORPORATION,112 S WARD DR,LONGVIEW,TX,75604,(903) 295-7391,(903) 295-7394,CLAYTON M PECOT,
cmpecot@harmonyliving.com,SUGAR CREEK,7440,ICF/IID,4,ICF/IID TEAM,HARRISON,PRIVATELY OWNED,YES,YES,146024,10/1/2023,10/1/2026,101 ROSEBUD DRIVE,MARSHALL,TX,75672,"32.522582,-94.261883",(903) 935-0263,(903) 295-7394,,,6,0,0,0,0,0,6,"HARMONY LIVING CENTERS, INC",FOR-PROFIT CORPORATION,112 S WARD DR,LONGVIEW,TX,75604,(903) 295-7391,(903) 295-7394,CLAYTON M PECOT,
amock@dscommunity.com,CEDAR VALLEY COMMUNITY RESIDENCE,7542,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,148114,7/1/2021,7/1/2024,12800 DANIEL BOONE DR,AUSTIN,TX,78737,"30.19845,-97.96663",(512) 288-4259,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
amock@dscommunity.com,SUN BONNET COMMUNITY RESIDENCE,104575,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,148468,12/1/2022,12/1/2025,500 REBEL DRIVE,BUDA,TX,78610,"30.072399,-97.842382",(512) 312-2228,(512) 504-9639,,45H319,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
april.mock@thementornetwork.com,PEACHTREE COMMUNITY RESIDENCE,7300,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,148363,12/1/2021,12/1/2024,101 SPRINGLAKE DR,DRIPPING SPRINGS,TX,78620,"30.208062,-98.088354",(512) 894-4230,(512) 327-7181,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
licensing@cg-idd.com,CENTURY HOUSE,111584,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,311680,11/1/2023,11/1/2026,216 RAIL HEAD ROAD,SAN MARCOS,TEXAS,78666-3390,"29.946633,-97.890867",(800) 299-5161,,45H425,45H425,6,0,0,0,0,0,6,"UCG CENTRAL TEXAS HOLDINGS, LLC",Limited Liability Company (LLC),,,,,,,KRISTI MAY,
web@cg-idd.com,LAGO VISTA,7278,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,148249,9/1/2021,9/1/2024,1129 LAGO VISTA,SAN MARCOS,TX,78666,"29.853284,-97.930707",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,UCG CENTRAL TEXAS HOLDINGS LLC,Limited Liability Company (LLC),P.O. BOX 310695,NEW BRAUNFELS,TX,78131-0695,(830) 372-2920,(214) 723-5331,ASHLEY PETREK,
web@cg-idd.com,MOCKINGBIRD VILLA,3919,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,148260,9/1/2021,9/1/2024,1502 MOCKINGBIRD DRIVE,SAN MARCOS,TX,78666,"29.85498,-97.941604",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,UCG CENTRAL TEXAS HOLDINGS LLC,Limited Liability Company (LLC),P.O. BOX 310695,NEW BRAUNFELS,TX,78131-0695,(830) 372-2920,(214) 723-5331,ASHLEY PETREK,
web@cg-idd.com,RIO BLANCO,3874,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,148970,9/19/2022,9/19/2025,1010 E UHLAND RD,SAN MARCOS,TX,78666,"29.895729,-97.907729",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,UCG CENTRAL TEXAS HOLDINGS LLC,Limited Liability Company (LLC),P.O. BOX 310695,NEW BRAUNFELS,TX,78131-0695,(830) 372-2920,(214) 723-5331,ASHLEY PETREK,
licensing@cg-idd.com,UCG  HARWOOD HOUSE,106850,ICF/IID,5,ICF-IID (AUSTIN REGION),HAYS,PRIVATELY OWNED,YES,YES,149451,5/2/2023,5/2/2026,718 HARWOOD DR.,SAN MARCOS,TX,78666,"29.946009,-97.897234",(800) 299-5161,(817) 447-3033,,45H341,6,0,0,0,0,0,6,"D&D CARE HOMES, INC",FOR-PROFIT CORPORATION,4100 INTERNATIONAL PLAZASUITE 800,FT. WORTH,TX,76109,(817) 447-2700,(817) 447-3033,ODELLA LEE,
,ATHENS PLACE GROUP HOME,10354,ICF/IID,4,ICF/IID TEAM,HENDERSON,GOVERNMENT BASED,NO,YES,,,,4875 FM 2709,ATHENS,TX,75751,"32.306614,-95.858977",(903) 675-6784,,,45H266,8,0,0,0,0,0,8,ANDREWS CENTER,Nonprofit Organization,P.O. BOX 4730,TYLER,TX,75712,(903) 567-1351,(903) 535-7384,,
jhinojosa@iclcorp.com,207 ENFIELD,3602,ICF/IID,11,CORPUS CHRISTI 61,HIDALGO,PRIVATELY OWNED,YES,YES,150096,3/1/2023,3/1/2026,207 W ENFIELD RD,EDINBURG,TX,78539,"26.282674,-98.169467",(956) 380-3337,(956) 631-6156,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
jhinojosa@iclcorp.com,922 DIANA DRIVE,3956,ICF/IID,11,CORPUS CHRISTI 61,HIDALGO,PRIVATELY OWNED,YES,YES,149172,3/1/2022,3/1/2025,922 DIANA DRIVE,EDINBURG,TX,78542,"26.288465,-98.140375",(956) 381-0026,(956) 631-6156,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
jhinojosa@iclcorp.com,32ND STREET NORTH GROUP HOME,7470,ICF/IID,11,CORPUS CHRISTI 61,HIDALGO,PRIVATELY OWNED,YES,YES,149192,3/1/2023,3/1/2026,5313 N 32ND ST,MCALLEN,TX,78504,"26.254433,-98.249166",(956) 618-5745,(956) 631-6156,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
jhinojosa@iclcorp.com,6000 NORTH 26TH STREET,7525,ICF/IID,11,CORPUS CHRISTI 61,HIDALGO,PRIVATELY OWNED,YES,YES,149555,3/1/2022,3/1/2025,6000 N 26TH ST,MCALLEN,TX,78504,"26.259119,-98.241127",(956) 631-3070,(956) 631-6156,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
jhinojosa@iclcorp.com,BRIARWOOD HOME,7507,ICF/IID,11,CORPUS CHRISTI 61,HIDALGO,PRIVATELY OWNED,YES,YES,148762,3/1/2023,3/1/2026,2406 BRIARWOOD,MISSION,TX,78574,"26.231707,-98.31823",(956) 585-7192,(956) 631-6156,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
licenses@brightspringhealth.com,SUNRISE GROUP HOME,7455,ICF/IID,1,HIGH PLAINS ICF/MR,HOCKLEY,PRIVATELY OWNED,YES,YES,148040,8/1/2022,8/1/2025,308 W 7TH STREET,SUNDOWN,TX,79372,"33.459526,-102.492827",(806) 229-2153,(806) 894-9605,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,LESA MARTINEZ,
licensing@cg-idd.com,GRANBURY HOUSE,3779,ICF/IID,2,ICF/IID,HOOD,PRIVATELY OWNED,YES,YES,149585,4/1/2023,4/1/2026,826 N. THORP SPRINGS ROAD,GRANBURY,TX,76049,"32.450914,-97.791662",(817) 573-1559,(817) 579-6611,,,8,0,0,0,0,0,8,"SOUTHERN CONCEPTS, INC?",FOR-PROFIT CORPORATION,PO BOX 758,GRANBURY,TX,76048,(817) 573-6922,(817) 579-6611,JOSHUA THICKLIN,
web@cg-idd.com,6TH AND MESQUITE,7382,ICF/IID,2,ICF/IID,HOOD,PRIVATELY OWNED,YES,YES,150079,4/1/2023,4/1/2026,407 E SIXTH ST,TOLAR,TX,76476,"32.3904,-97.917097",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"SOUTHERN CONCEPTS, INC?",FOR-PROFIT CORPORATION,PO BOX 758,GRANBURY,TX,76048,(817) 573-6922,(817) 579-6611,JOSHUA THICKLIN,
april.mock@thementornetwork.com,COMANCHE FLATS,3792,ICF/IID,1,HIGH PLAINS ICF/MR,HOWARD,PRIVATELY OWNED,YES,YES,149252,12/1/2021,12/1/2024,1315 BAYLOR,BIG SPRING,TX,79720,"32.248701,-101.433741",(432) 263-1408,(512) 327-5355,,,13,0,0,0,0,0,13,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
anna.todd@cg-idd.com,100 PATTI J STREET,7205,ICF/IID,4,ICF/IID TEAM,HUNT,PRIVATELY OWNED,YES,YES,308128,1/7/2021,1/7/2024,100 PATTI J STREET,GREENVILLE,TX,75402,"33.105344,-96.087938",?9032596691?,?8174473033?,,,6,0,0,0,0,0,6,"ST GILES LIVING CENTERS, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(936) 639-1615,(936) 639-1632,ED E NOXON,
enoxon@communityaccessinc.com,2500 TERRY PLACE,7282,ICF/IID,4,ICF/IID TEAM,HUNT,PRIVATELY OWNED,YES,YES,308127,1/7/2021,1/7/2024,2500 TERRY PLACE,GREENVILLE,TX,75402,"33.099068,-96.106191",?9032596743?,?8174473033?,,,6,0,0,0,0,0,6,"ST GILES LIVING CENTERS, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(936) 639-1615,(936) 639-1632,ED E NOXON,
,BONNIE LEA GROUP HOME,3937,ICF/IID,4,ICF/IID TEAM,HUNT,GOVERNMENT BASED,NO,YES,,,,3408 BONNIE LEA,GREENVILLE,TX,75402,"33.115522,-96.119956",(903) 455-4476,,,,6,0,0,0,0,0,6,LAKES REGIONAL MHMR CENTER,NON-PROFIT ORGANIZATION,PO BOX 747,TERRELL,TX,75160,(972) 388-2000,(972) 563-5322,LILA SPARKMAN,
,SAYLE STREET GROUP HOME,7549,ICF/IID,4,ICF/IID TEAM,HUNT,GOVERNMENT BASED,NO,YES,,,,6518 SAYLE ST,GREENVILLE,TX,75402,"33.103253,-96.116891",(903) 455-7270,,,,6,0,0,0,0,0,6,LAKES REGIONAL MHMR CENTER,NON-PROFIT ORGANIZATION,PO BOX 747,TERRELL,TX,75160,(972) 388-2000,(972) 563-5322,,
,TURTLE CREEK FAMILY LIVING,7460,ICF/IID,4,ICF/IID TEAM,HUNT,GOVERNMENT BASED,NO,YES,,,,505 ERMINE,GREENVILLE,TX,75401,"33.11933,-96.08873",(903) 455-3987,,,,6,0,0,0,0,0,6,LAKES REGIONAL MHMR CENTER,NON-PROFIT ORGANIZATION,PO BOX 747,TERRELL,TX,75160,(972) 388-2000,(972) 563-5322,,
mariea@lrmhmrc.org,WINDY HILL GROUP HOME,7543,ICF/IID,4,ICF/IID TEAM,HUNT,GOVERNMENT BASED,NO,YES,,,,5307 WINDY HILL RD,GREENVILLE,TX,75402,"33.116265,-96.104497",(903) 454-7238,,,,6,0,0,0,0,0,6,LAKES REGIONAL MHMR CENTER,NON-PROFIT ORGANIZATION,PO BOX 747,TERRELL,TX,75160,(972) 388-2000,(972) 563-5322,MARIE H AUGHTRY,
licensing@cg-idd.com,2616 POUNDS AVENUE,7593,ICF/IID,4,ICF/IID TEAM,HUNT,PRIVATELY OWNED,YES,YES,308130,1/7/2024,1/7/2027,2616 POUNDS AVENUE,TYLER,TX,75701,"32.321322,-95.287978",?9035319960?,?8174473033?,,,6,0,0,0,0,0,6,"ST GILES LIVING CENTERS, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(936) 639-1615,(936) 639-1632,DENNIS KRESS,
,WEST BAY HOUSE,7643,ICF/IID,4,REGION 5 ICF/IID,JASPER,GOVERNMENT BASED,NO,YES,,,,46 WEST BAY,JASPER,TX,75951,"30.898906,-93.984315",(409) 384-2832,,,,6,0,0,0,0,0,6,,,,,,,,,,
,KIRBYVILLE GROUP HOME,3906,ICF/IID,4,REGION 5 ICF/IID,JASPER,GOVERNMENT BASED,NO,YES,811,,,703 W MARTIN LUTHER KING BLVD,KIRBYVILLE,TX,75956,"30.65872,-93.902102",(409) 787-4132,,,,6,0,0,0,0,0,6,BURKE CENTER,Nonprofit Organization,2001 S. MEDFORD DR.,LUFKIN,TEXAS,75901,,,,
mike@ddmsllc.com,ADA LIVING CENTER,7457,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146501,1/1/2021,1/1/2024,5010 ADA,BEAUMONT,TX,77706,"30.136587,-94.15838",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
licenses@brightspringhealth.com,BUCKINGHAM GROUP HOME,3965,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,149258,12/17/2022,12/17/2025,3550 AUSTIN ST,BEAUMONT,TX,77706,"30.101155,-94.140167",(409) 892-6455,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JULIE PURCELL,
licenses@brightspringhealth.com,CAMBRIDGE GROUP HOME,3964,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,144750,3/2/2022,3/2/2025,5155 CAMBRIDGE,BEAUMONT,TX,77707,"30.078683,-94.149234",(409) 838-4231,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JULIE PURCELL,
mike@ddmsllc.com,CARNATION LIVING CENTER,3673,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146324,1/1/2024,1/1/2027,6270 CARNATION,BEAUMONT,TX,77703,"30.085176,-94.169801",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,NA
web@cg-idd.com,CENTRAL HOUSE,7528,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,148264,9/1/2022,9/1/2025,4655 HOLST ST,BEAUMONT,TX,77708,"30.159896,-94.154401",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"ST GILESBAYTOWN, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(281) 837-1942,(281) 427-0586,LATRANDA THURMOND,
michael.long@sevitahealth.com,CHERYL LIVING CENTER,3672,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146391,1/1/2024,1/1/2027,3895 CHERYL DR,BEAUMONT,TX,77706,"30.119083,-94.192918",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
web@cg-idd.com,COLE ROAD HOUSE,3754,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,148003,9/1/2022,9/1/2025,5820 COLE RD,BEAUMONT,TX,77706,"30.130774,-94.166762",(800) 299-5161,(817) 447-3033,,45G062,13,0,0,0,0,0,13,"ST GILESBAYTOWN, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(281) 837-1942,(281) 427-0586,CARRIE FRANKS,
web@cg-idd.com,HORIZON HOUSE,3791,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,148218,9/1/2022,9/1/2025,4176 TREADWAY,BEAUMONT,TX,77706,"30.11893,-94.149936",(800) 299-5161,(817) 447-3033,,,8,0,0,0,0,0,8,"ST GILESBAYTOWN, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(281) 837-1942,(281) 427-0586,CARRIE FRANKS,
michael.long@sevitahealth.com,HUNTSMAN LIVING CENTER,3689,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146265,1/1/2024,1/1/2027,535 CARNAHAN PLACE,BEAUMONT,TX,77707,"30.070494,-94.182947",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,NA
