FacID,PharmID,FacName,FacStreet1,FacStreet2,FacCity,FacState,FacZip,FacAdminPhone
412102,ILEXPO,PACTT LEARNING (IL)(STE),712 BELLEFORTE,AT END OF DRIVEWAY BEHIND 714,OAK PARK,IL,60302,(773)338-9102
412103,ILEXPO,ABRA (IL)- NO DAYHAB,107 N 4TH ST,,SHELDON,IL,60966,(815)429-3007
412104,ILEXPO,ESPERANZA COMM SERV (IL(STE)),520 NORTH MARSHFIELD,,CHICAGO,IL,60622,(312)243-6097
412106,ILEXPO,COMM SUPPORT SERV (IL(STE)),9021 OGDEN AVE,,BROOKFIELD,IL,60513,(708)688-2152
412108,ILEXPO,AVANCER HOMES (IL) (STE),350 SYCAMORE RD,,GENOA,IL,60135,(815)784-5146
412110,ILEXPO,SHORE WEST (IL(STE)),8167 LINCOLN AVE,,SKOKIE,IL,60077,(847)982-9730
412112,ILEXPO,SHORE EAST/ICF (IL(STE)),503 MICHIGAN AVE,,EVANSTON,IL,60202,(847)328-3755
412114,ILEXPO,SHORE MAIN (STE) (IL),8350 LARAMIE AVE,,SKOKIE,IL,60077,(847)982-2030
412116,ILEXPO,GARDEN CENTER SERVICE(IL(STE)),8345 S. AUSTIN AVE,,BURBANK,IL,60459,(708)398-6570
412118,ILEXPO,EP!C (IL),1913 W TOWNLINE RD,,PEORIA,IL,61615,(309)691-3800
412119,ILEXPO,LITTLE FRIENDS (IL(STE)),27555 DIEHL ROAD,DOOR E,WARRENVILLE,IL,60555,(630)281-1831
412121,ILEXPO,ASPIRE (COOK) (NODH)(IL (STE)),4110 LITT DR,,HILLSIDE,IL,60162,(708)236-0979
412123,ILEXPO,ASPIRE (LAKE) (NO DH) IL,1530 SHIELDS DRIVE,,WAUKEGAN,IL,60085,(847)912-7284
412125,ILEXPO,HELPING HAND CENTER (IL(STE)),6160 EAST AVENUE,,HODGKINS,IL,60525,(708)352-3580
412127,ILEXPO,DCARE (IL(STE)) -NO DH-,21816 OLIVIA AVE,,SAUK VILLAGE,IL,60411,(773)941-4468
412129,ILEXPO,LIFELONG ACCESS (IL) (NO DH),2000 JACOBSSEN DR,,NORMAL,IL,61761,(309)451-8888
412132,ILEXPO,TIMBER RIDGE (ICF) (IL),2125 VETERANS RD,(LOOK FOR TIMBER RIDGE SIGN),MORTON,IL,61550,(309)291-2287
412140,ILEXPO,AUSTIN SPECIAL (IL(STE)),5316 N ELSTON AVE,(RING BOTH DOORBELLS),CHICAGO,IL,60630,(773)282-9992
412143,ILEXPO,RCAP ENTERPRISES (IL),5503 E MAIN ST,,CHILLICOTHE,IL,61523,(555)555-5555
412145,ILEXPO,ANIXTER (NO DH) (IL(STE)),6610 N CLARK ST,,CHICAGO,IL,60626,(773)761-1501
412147,ILEXPO,SERT. STAR-CHI (NO DH)(STE-IL),1005 WEST END AVE,,CHICAGO HEIGHTS,IL,60411,(708)755-8030
412149,ILEXPO,SERTOMA STAR (NO DH) (STE-IL),25930 S. COTTAGE GROVE AVE,,CRETE,IL,60417,(708)755-8030
412151,ILEXPO,OAKWOOD ESTATES (ICF) (IL),2213 VETERANS RD,,MORTON,IL,61550,(309)263-8484
412153,ILEXPO,LINDEN ESTATES (ICF) (IL),1000 LINDEN ST,"""LINDEN ESTATES""",MORTON,IL,61550,(309)263-8992
412155,ILEXPO,APOSTOLIC CHRISTIAN GH (IL),107 E JEFFERSON ST,,MORTON,IL,61550,(309)263-2901
412157,ILEXPO,DSC (IL),1304 W BRADLEY AVE,,CHAMPAIGN,IL,61821,(217)356-9176
412160,ILEXPO,RAY GRAHAM (IL(STE)),420 W MADISON,,ELMHURST,IL,60126,(630)279-7106
412163,ILEXPO,L'ARCHE CHICAGO (NODH) (IL),7313 MADISON ST,,FOREST PARK,IL,60130,(708)660-1600
412166,ILEXPO,ENVISION NORTH (STE) NODH (IL),1801 N SPAULDING AVE.,,CHICAGO,IL,60647,(773)276-0444
412169,ILEXPO,PIONEER CENTER (IL) (FEDEX),4031 W DAYTON ST,,MCHENRY,IL,60050,(815)759-7241
412171,ILEXPO,LITTLE CITY FOUNDATION (STE),1590 COMMUNITY DR,ADMIN BUILDING,PALATINE,IL,60067,(847)221-7129
412173,ILEXPO,NEWFAC - ADA S MCKINLEY,1359 W WASHINGTON BLVD,,CHICAGO,IL,60607,(312)554-0600
412175,ILEXPO,KESHET (IL),2121 ST JOHNS AVE,,HIGHLAND PARK,IL,60035,(847)205-1234
412177,ILEXPO,ENVISION SOUTH (NODH) (IL),418 MIAMI STREET,(FRONT DOOR),PARK FOREST,IL,60466,(708)856-0221
412179,ILEXPO,BENCHMARK (NO DH) (MO),680 CRAIG RD,STE 308,ST. LOUIS,MO,63141,(314)542-9806
412182,ILEXPO,NEWFAC - CAN OF ILLINOIS,15841 TERRACE DRIVE,,OAK FOREST,IL,60452,(708)687-2038
412701,ILEXPO,UCP SEGUIN CENTRAL (IL(STE)),3100 S CENTRAL AVE,,CICERO,IL,60804,(708)863-3803
412703,ILEXPO,UCP SEGUIN WEST (IL(STE)),3100 S CENTRAL AVE,,CICERO,IL,60804,(708)863-3803
412705,ILEXPO,UCP SEGUIN SOUTH (IL(STE)),3100 S CENTRAL AVE,,CICERO,IL,60804,(708)863-3803
414503,ILEXPO,LEBANON (ICF) (DDMS) (IL),221 E 3RD ST,,LEBANON,IL,62254,(618)537-4133
414505,ILEXPO,PIASA MANOR (ICF) (DDMS) (IL),110 N ALBY COURT,,GODFREY,IL,62035,(618)466-9242
419999,ILEXPO,IL FC/SHL,SEE NURSING STATION ADDRESS,,(STATE WIDE),IL,,(555)555-5555
4204,ONEPAC,CCMHMR - TEMPLE,1103 MARY JANE ST,,BELTON,TX,76513,(254)899-3023
4220,ONEPAC,LAKES REGIONAL - GREENVILLE,4804 WESLEY ST.,,GREENVILLE,TX,75401,(903)454-8401
4223,ONEPAC,LAKES REGIONAL-PARIS (NO DH),2870 NORTH MAIN,,PARIS,TX,75462,(903)783-1184
4225,ONEPAC,LAKES REGIONAL - TERRELL,206 LEE STREET,,TERRELL,TX,75160,(469)214-0256
4227,ONEPAC,LAKES REGIONAL - ELLIS COUNTY,408 ROYAL ST,,WAXAHACHIE,TX,75165,(903)467-7740
432002,ONEPAC,MN DHS COMM BASED SRV (MN),3200 LABORE RD,SUITE 104,VADNAIS HEIGHTS,MN,55110-5186,(651)766-4117
432005,ONEPAC,NEWFAC - CAN OF MN,322 N 60TH AVE WEST,,DULUTH,MN,55807,(218)243-097_
4501,ONEPAC,DDMS OF HOUSTON,4115 GALVESTON RD,,HOUSTON,TX,77017,(713)475-2228
4505,ONEPAC,DDMS BEAUMONT,2750 S. 4TH ST.,,BEAUMONT,TX,77701,(409)832-4112
462001,ONEPAC,HOH GRAND ISLAND (NE),1719 S Locust St,,GRAND ISLAND,NE,68801,(402)699-4902
462005,ONEPAC,HOH KEARNEY (NE),1420 W 24TH ST,SUITE D,KEARNEY,NE,68845,(555)555-5555
462010,ONEPAC,HOH LINCOLN (NE),7501 O STREET,SUITE 105,LINCOLN,NE,68510,(402)630-1275
462014,ONEPAC,HOH BELLEVUE (NE),105 E MISSION AVE,STE 105,BELLEVUE,NE,68005,(402)979-8113
462016,ONEPAC,HOH OMAHA (NE),105 E MISSION AVE,STE 105,BELLEVUE,NE,68005,(402)704-8037
462018,ONEPAC,ENVISION OF NORFOLK OFFICE(NE),305 N 4TH ST,,NORFOLK,NE,68701,(402)371-1147
462020,ONEPAC,ENVISION NORFOLK GH (NE),305 N 4TH ST,,NORFOLK,NE,68701,(402)371-1147
462022,ONEPAC,HOH MCCOOK (NE),213 NORRIS AVE,,MCCOOK,NE,69001,(308)383-9836
4701,ONEPAC,TEXANA ROSENBERG,4706 AIRPORT AVE,BUILDING B,ROSENBERG,TX,77471,(281)239-1300
4703,ONEPAC,TEXANA - EL CAMPO,123 FIRST ST,,EL CAMPO,TX,77437,(979)270-2185
4705,ONEPAC,TEXANA WHARTON,1017 1/2 NORTH ALABAMA,,WHARTON,TX,77488,(346)702-5565
4709,ONEPAC,TEXANA MISSOURI CITY,4706 AIRPORT AVE,BUILDING B,ROSENBERG,TX,77471,(281)499-4575
472002,ONEPAC,FIRST RESOURCES OTTUMWA (IA),207 W. 2nd Street,Suite 4,OTTUMWA,IA,52501,(641)682-8114
472005,ONEPAC,MAINSTREAM LIVING (IA),2012 E 13TH ST,,AMES,IA,50010,(515)232-8405
472007,ONEPAC,MAINSTREAM ADEL/PERRY (IA),2012 E 13TH ST,,AMES,IA,50010,(515)232-8405
472009,ONEPAC,SUNRISE OF IOWA,2800 FALLS AVE,,WATERLOO,IA,50701,(319)888-6465
472111,ONEPAC,NEWFAC-MAINSTREAM BHV HLTH(IA),704 FREMONT ST,,DES MOINES,IA,50316,(515)321-4403
472113,ONEPAC,NEWFAC - MAINSTREAM IDD (IA),333 SW 9TH ST,SUITE C,DES MOINES,IA,50309,(515)243-8115
502100,ONEPAC,AIRES SIERRA VISTA(AZ)-NO THUR,4226 AVENIDA COCHISE,#5A,SIERRA VISTA,AZ,85635,(520)459-5362
502103,ONEPAC,AIRES CG CASA BONITA (AZ),510 E RACINE PLACE,,CASA GRANDE,AZ,85122,(520)836-3593
502106,ONEPAC,AIRES CG KRYSTAL (AZ),1641 E KRYSTAL ST,,CASA GRANDE,AZ,85122,(520)876-0313
502109,ONEPAC,AIRES CG WILDFLOWER (AZ),631 W PRICKLY PEAR DR,,CASA GRANDE,AZ,85122,(520)836-8231
502112,ONEPAC,AIRES TUCSON (AZ),824 E FT LOWELL RD,,TUCSON,AZ,85719,(520)903-2511
502115,ONEPAC,PPEP CASA GRANDE (AZ),1729 N TREKELL RD,STE 110,CASA GRANDE,AZ,85122,(520)792-5704
502117,ONEPAC,PPEP TUCSON (AZ),901 E 46TH ST,,TUCSON,AZ,85713,(520)792-5704
507302,ONEPAC,COMM OPT TUCSON (AZ),3950 N CAMPBELL AVE,,TUCSON,AZ,85719,(520)207-9152
507304,ONEPAC,COMMUNITY OPT GREATER PHX (AZ),2239 W. BASELINE,,TEMPE,AZ,85283,(480)659-0984
512131,ONEPAC,ASPIRE DVLPMNTL SRV -NODH (NM),500 N MAIN ST,SUITE 912,ROSWELL,NM,88201,(575)622-4164
512151,ONEPAC,TOBOSA DEVELOPMNTL (NM),2110 S MAIN ST,,ROSWELL,NM,88203,(575)624-1025
517301,ONEPAC,COMM OPT LAS CRUCES (NM),2500 MISSOURI AVE,,LAS CRUCES,NM,88011,(575)532-9275
517303,ONEPAC,COMM OPT ALBUQUERQUE (NM),2720 SAN PEDRO DR NORTHEAST,,ALBUQUERQUE,NM,87110,(505)265-7936
517305,ONEPAC,COMM OPT SANTA FE (NM),460 ST MICHAELS DR,SUITE 504,SANTA FE,NM,87505,(505)989-1471
517307,ONEPAC,COMM OPT SOCORRO (NM),808 SEAN ST,,SOCORRO,NM,87801,(575)495-6155
5204,ONEPAC,DAYBREAK - SAN ANGELO,1122 S ABE ST,,SAN ANGELO,TX,76903,(325)659-3108
5208,ONEPAC,DAYBREAK - AMARILLO,1510 VIRGINIA STREET,,AMARILLO,TX,79102,(806)352-4110
5220,ONEPAC,DAYBREAK - LUBBOCK,4620 71ST STREET,STE 71,LUBBOCK,TX,79424,(806)784-0722
522001,ONEPAC,NEWFAC - SUPPORT INC (CO),15591 E CENTRETECH PKWY,,AURORA,CO,80011,(___)___-____
522003,ONEPAC,NEWFAC - PUEBLO COMM RES (CO),2502 COURT STREET,,PUEBLO,CO,81003,(719)544-8099
5224,ONEPAC,DAYBREAK - BROWNWOOD,209 D GARMON DR.,,EARLY,TX,76802,(325)643-1919
5232,ONEPAC,DAYBREAK - BRYAN,4455 CARTER CREEK,,BRYAN,TX,77802,(979)695-7062
5244,ONEPAC,DAYBREAK - DALLAS ICF,2249 W. BELT LINE RD,,LANCASTER,TX,75146,(972)228-1984
5256,ONEPAC,DAYBREAK - SAN ANTONIO,401 W BYRD BLVD,,UNIVERSAL CITY,TX,78148,(210)212-7085
5260,ONEPAC,DAYBREAK - BELTON,500 SPARTA RD,,BELTON,TX,76513,(254)774-8511
5264,ONEPAC,DAYBREAK - WICHITA FALLS,805 INDIANA AVE,,WICHITA FALLS,TX,76301,(940)689-8668
5268,ONEPAC,DAYBREAK - FTW & JOHNSON,7401 W CLEBURNE RD,,FORT WORTH,TX,76133,(817)293-9744
5272,ONEPAC,DAYBREAK - VICTORIA,103 NORTH STAR DR,,VICTORIA,TX,77904,(361)579-0515
5276,ONEPAC,DAYBREAK - ARLINGTON,1129 N. LITTLE SCHOOL RD.,,ARLINGTON,TX,76017,(817)563-7900
5280,ONEPAC,CAREGIVER - CARROLLTON,2105 LUNA RD,STE 320,CARROLLTON,TX,75006,(972)866-9989
5286,ONEPAC,CAREGIVER - TYLER (TX),2211-A ROY RD,,TYLER,TX,75701,(903)705-7559
5289,ONEPAC,CAREGIVER - GREENVILLE,2500 TERRY PLACE,,GREENVILLE,TX,75402,(903)455-0024
534507,ONEPAC,DDMS LINDON CARE ICF(UT)NO DH,680 N STATE STREET,,LINDON,UT,84042,(801)785-2179
534510,ONEPAC,DDMS NORTH SIDE ICF (UT),340 NORTH 100 WEST,,BOUNTIFUL,UT,84010,(801)292-6797
534513,ONEPAC,DDMS WEST SIDE ICF (UT),4028 SOUTH 4800 WEST,,WEST VALLEY CITY,UT,84120,(801)968-8122
537301,ONEPAC,COMM OPT - OGDEN (UT),917 COUNTRY HILLS DR,STE 4,OGDEN,UT,84403,(385)288-8587
537305,ONEPAC,COMM OPT - WEST VALLEY (UT),2964 W 4700 SOUTH,STE 107,WEST VALLEY,UT,84118,(385)288-8587
5950,ONEPAC,DAYBREAK - ABILENE,400 NORTH WILLS,,ABILENE,TX,79603,(325)695-7506
5954,ONEPAC,DAYBREAK - DALLAS HCS,1636 N. HAMPTON ROAD,SUITE 270,DESOTO,TX,75115,(972)228-5830
5963,ONEPAC,DAYBREAK - MEXIA/CORSICANA,920 N MAIN,,CORSICANA,TX,75110,(903)875-1550
5965,ONEPAC,DAYBREAK - SAN MARCOS,718 HARWOOD DRIVE,,SAN MARCOS,TX,78666,(512)392-6021
5970,ONEPAC,SOUTHERN CONCEPTS - BENBROOK,3451 BOSTON AVE,,BENBROOK,TX,76116,(817)457-7997
5973,ONEPAC,SOUTHERN CONCEPTS - GRANBURY,900 WHITEHEAD RD,,GRANBURY,TX,76048,(817)573-6922
5979,ONEPAC,ST.GILES BEAUMONT- ICF,7650 PARK NORTH DR,,BEAUMONT,TX,77708,(409)833-4550
5980,ONEPAC,ST.GILES BEAUMONT - HCS,7650 PARK NORTH DR,,BEAUMONT,TX,77708,(409)833-4550
5985,ONEPAC,ST. GILES - LUFKIN,3010 SOUTH 1ST STREET,,LUFKIN,TX,75901,(936)639-1600
5988,ONEPAC,UCG - CENTRAL,401 W BYRD BLVD,,UNIVERSAL CITY,TX,78148,(830)206-1311
5994,ONEPAC,DAYBREAK - HOUSTON,820 PARK TWO DRIVE,,SUGARLAND,TX,77478,(713)271-7777
6249,ONEPAC,JADE - GARLAND,1521 NORTHWEST HIGHWAY,,GARLAND,TX,75041,(972)840-9000
6410,ONEPAC,R&K SPEC. HOMES,8709 BOTTS LANE,,SAN ANTONIO,TX,78217,(210)843-4413
6737,ONEPAC,LIFE CHOICES - DEL RIO,3708 VETERANS BLVD,,DEL RIO,TX,78840,(830)719-6260
6742,ONEPAC,LIFE CHOICES-BROWNSVILLE EN/SP,608 S JACKSON RD,,EDINBURG,TX,78539,(956)316-4506
6749,ONEPAC,LIFE CHOICES - SAN ANTONIO,85 NE LOOP 410,STE 615,SAN ANTONIO,TX,78216,(888)316-4506
6750,ONEPAC,LIFE CHOICES-EDINBURG EN/SP,608 S JACKSON RD,,EDINBURG,TX,78539,(956)316-4506
6753,ONEPAC,LIFE CHOICES - LAREDO EN/SP,1219 CORPUS CHRISTIE STREET,,LAREDO,TX,78040,(956)393-7651
7104,ONEPAC,DRACO - AUSTIN,2015 MONARCH DRIVE,STE D,AUSTIN,TX,78748,(512)891-8285
7232,ONEPAC,CALAB - SAN ANTONIO,6470 HEATH RD,,SAN ANTONIO,TX,78250,(210)647-0191
7327,ONEPAC,COMMUNITY OPTIONS - EL PASO,2525 E MISSOURI AVE,,EL PASO,TX,79903,(915)771-7764
7331,ONEPAC,COMMUNITY OPTIONS - AUSTIN,2911 SOUTH AW GRIMES BLVD,STE 510,PFLUGERVILLE,TX,78660,(512)276-2088
7345,ONEPAC,COMMUNITY OPTIONS- SAN ANTONIO,2632 BROADWAY,SUITE 101,SAN ANTONIO,TX,78215,(210)212-4969
7356,ONEPAC,COMMUNITY OPTIONS - CORPUS,4930 HOLLY ROAD,,CORPUS CHRISTI,TX,78411,(361)808-8600
7362,ONEPAC,COMMUNITY OPTIONS - LUBBOCK,5901 63RD ST,SUITE D&E,LUBBOCK,TX,79424,(806)792-0573
7365,ONEPAC,COMMUNITY OPTIONS - DALLAS,8604 GREENVILLE AVE,#100,DALLAS,TX,75243,(972)503-3901
7367,ONEPAC,COMMUNITY OPTIONS - AMARILLO,7470 GOLDEN POND PLACE,STE 100,AMARILLO,TX,79121,(806)379-6901
7702,ONEPAC,ABIDING CHOICE,204 COUNTY ROAD 308,,ROCKDALE,TX,76567,(512)446-3115
7707,ONEPAC,ANGEL'S SERVICES,502 W KEARNEY,STE 600,MESQUITE,TX,75149,(214)660-7355
7731,ONEPAC,NEW DAY INTERMEDIATE CARE,4530 HWY 190 E,,LIVINGSTON,TX,77351,(936)327-7075
7746,ONEPAC,TRIED AND TRUE  HOME CARE SERV,11230 WEST AVENUE,STE 3201,SAN ANTONIO,TX,78213,(210)305-4961
7753,ONEPAC,ASSURED QUALITY CARE SERVICES,440 BENMAR DRIVE,SUITE 3360,HOUSTON,TX,77060,(281)984-8824
7769,ONEPAC,"VITA LIVING, INC.",3300 S GESSNER,SUITE 150,HOUSTON,TX,77063,(713)271-5795
7771,ONEPAC,INTEGRATED LIFE CHOICES- TEXAS,13921 HWY 105 W,#147,CONROE,TX,77304,(936)337-0030
7777,ONEPAC,A SIMPLE CHOICE,203 LAKE WAY,GATE CODE: 2690,CROSS ROADS,TX,76227,(972)876-8789
7781,ONEPAC,IMAGINE ART,5101 MEADOW CREEK COVE,,AUSTIN,TX,78745,(512)554-2406
8239,ONEPAC,TEXAS HCS - HARLINGEN,2422 E TYLER,STE B-2,HARLINGEN,TX,78550,(956)467-0909
8241,ONEPAC,SOUTH TEXAS COM - SAN ANTONIO,2391 NE LOOP 410,SUITE 110,SAN ANTONIO,TX,78217,(210)494-1030
8243,ONEPAC,INTEGRATED COMM SERVICES-SPR,18 AUGUSTA PINES DRIVE,SUITE 140 E,SPRING,TX,77389,(281)350-2457
8247,ONEPAC,SOUTH TEXAS COM - BEAUMONT,4353 CROW RD,SUITE B,BEAUMONT,TX,77706,(409)899-9725
8250,ONEPAC,SOUTH TEXAS COM - MCALLEN,913 E ESPERANZA AVE,,MCALLEN,TX,78501,(956)631-0045
8253,ONEPAC,INTEGRATED COMM SERVICE-ABI,2449 SOUTH TREADWAY BLVD,,ABILENE,TX,79602,(325)672-5702
9104,ONEPAC,PREMIEANT -SOUTH AUSTIN,1110 W WILLIAM CANNON,BLDG 1,AUSTIN,TX,78745,(512)916-1632
9112,ONEPAC,PREMIEANT - SAN ANTONIO,1218 ARION PARKWAY.,SUITE 106,SAN ANTONIO,TX,78216,(210)525-1509
9116,ONEPAC,PREMIEANT - MCALLEN,2510 BUDDY OWENS BLVD.,,MCALLEN,TX,78504,(956)630-3893
9232,ONEPAC,ABUNDANT LIFE - DALLAS,5520 SOUTH WESTMORELAND RD,SUITE 100,DALLAS,TX,75237,(682)284-2575
9245,ONEPAC,ABUNDANT LIFE - MT. PLEASANT,1705 INDUSTRIAL RD,,MT. PLEASANT,TX,75455,(903)717-8939
9251,ONEPAC,ABUNDANT LIFE - PARIS (NO DH),3415 Vagas Drive,Thru gate to inside garage,PARIS,TX,75460,(903)782-1244
9930,ONEPAC,D&S AUSTIN AREA HOST HOMES,SEE NURSING STATION ADDRESS,,AUSTIN,TX,78746,(512)504-9590
9999,ONEPAC,FC / SHL,SEE NURSING STATION ADDRESS,,(STATE WIDE),TX,78746,(___)___-____
IDDEXP,ONEPAC,IDD AGENCY,8500 SHOAL CREEK BLVD,BUILDING 3,AUSTIN,TX,78757,(512)617-7312
SAMGA,GATTE,TARRYTOWN EXPOCARE GA,433 W Hill St,,THOMSON,GA,30824,(___)___-____
SAMIL,ILEXPO,TARRYTOWN EXPOCARE IL,1955 W. CHICAGO AVENUE,,CHICAGO,IL,60622,(512)617-7312
SAMNJ,NJEXPO,TARRYTOWN EXPOCARE NJ,281 HWY 46,STE 100,ELMWOOD PARK,NJ,7407,(855)887-9397
SAMPLE,ONEPAC,EXPOCARE SAMPLE FACILITY,8500 SHOAL CREEK BLVD.,BUILDING 3,AUSTIN,TX,78757,(512)617-7312
SAMSC,SCTTE,TARRYTOWN EXPOCARE SC,125 PARK PLACE COURT,,LEXINGTON,SC,29072,(803)808-0688
